title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
winter in wartime,Martin Koolhoven,Max TV Prime Time Isabella Films B.V. Fu Works Isabella Films,Martijn Lakemeier,Melody Klaver,Yorick van Wageningen,103.0,Drama History War,Nederlands English Deutsch,Netherlands Belgium,4000000.0,530048.0,2008.0
the three musketeers,Allan Dwan,Twentieth Century Fox Film Corporation,Don Ameche,Binnie Barnes,Gloria Stuart,73.0,Adventure Action Comedy,English,United States of America,75000000.0,132274484.0,1939.0
untamed youth,Howard W. Koch,Aubrey Schenck Productions,Mamie Van Doren,Lori Nelson,John Russell,80.0,Drama,English,United States of America,,,1957.0
god's gift to women,Michael Curtiz,Warner Bros.,Frank Fay,Laura La Plante,Joan Blondell,72.0,Comedy Romance,English,United States of America,,,1931.0
ricky rapper and the bicycle thief,Mari Rantasila,Yleisradio (YLE) Kinotar,Severi Heikkilä,Lauramaija Luoto,Annu Valonen,82.0,Comedy Family Music Foreign,Finnish,Finland,1700000.0,,2010.0
the truth about love,John Hay,Piccadilly Pictures Impact Film & TV Lex Filmed Entertainment Take 3 Partnership,Jennifer Love Hewitt,Dougray Scott,Jimi Mistry,94.0,Romance Comedy,English,United Kingdom,,,2005.0
plans for tomorrow,Juana Macías,unknown,Carme Elias,Goya Toledo,Ana Labordeta,96.0,Drama,Español,unknown,,,2010.0
born to be bad,Lowell Sherman,20th Century Pictures,Cary Grant,Loretta Young,Jackie Kelk,62.0,Romance Drama,English,United States of America,,,1934.0
así es la vida...,Arturo Ripstein,Filmanía S.L. Fondo para la Producción Cinematográfica de Calidad DMVB Films,Arcelia Ramírez,Patricia Reyes Spíndola,Luis Felipe Tovar,98.0,Drama Foreign,Español,Mexico,,,2000.0
the mysterious x,Benjamin Christensen,Dansk Biograf Compagni,Benjamin Christensen,Karen Caspersen,Otto Reinwald,84.0,Mystery Drama,unknown,Denmark,,,1914.0
le 7ème juré,Edouard Niermans,At Productions GTV,Jean-Pierre Darroussin,Isabelle Habiague,Pascal Elso,0.0,Crime Drama,Français,Belgium France,,,2008.0
metallica: a year and a half in the life of...,Adam Dubin,Propaganda Films,James Hetfield,Kirk Hammett,Lars Ulrich,236.0,Documentary Music,English,unknown,,,1992.0
balkan spy,Dušan Kovačević Božidar 'Bota' Nikolić,Union film,Danilo 'Bata' Stojković,Zvonko Lepetić,Mira Banjac,92.0,Drama Comedy,Srpski,Serbia,,,1984.0
we were here,David Weissman Bill Weber,The Film Collaborative,Ed Wolf,Paul Boneberg,Daniel Goldstein,90.0,Documentary,English,United States of America,,,2011.0
hot summer week,Thomas J. Schmidt,unknown,Dianne Hull,Michael Ontkean,Kathleen Cody,79.0,Horror,English,United States of America,,,1972.0
happy end,Oldřich Lipský,Filmové Studio Barrandov,Vladimír Menšík,Josef Abrhám,Jaroslava Obermaierová,71.0,Comedy,Český,Czechoslovakia,13600000.0,,1967.0
the hunter,Daniel Nettheim,Porchlight Films Screen Australia Screen Tasmania Screen NSW Fulcrum Media Finance Madman Entertainment,Willem Dafoe,Frances O'Connor,Sam Neill,102.0,Drama Thriller Adventure,English,Australia,,176669.0,2011.0
the dead,Jonathan Ford Howard J. Ford,Indelible Productions,Rob Freeman,Prince David Oseia,David Dontoh,105.0,Horror Action Thriller Science Fiction,English,United Kingdom,,,2010.0
the love trap,William Wyler,Universal,Laura La Plante,Neil Hamilton,Robert Ellis,71.0,Comedy Romance,English,United States of America,,,1929.0
kaleidoscope,Jack Smight,Winkast Film Productions,Warren Beatty,Susannah York,Clive Revill,103.0,Comedy Crime,English,United Kingdom,,,1966.0
ghost rider: spirit of vengeance,Brian Taylor Mark Neveldine,Columbia Pictures Imagenation Abu Dhabi FZ Marvel Entertainment Marvel Knights Hyde Park Entertainment Crystal Sky Pictures Michael De Luca Productions,Nicolas Cage,Ciarán Hinds,Violante Placido,95.0,Action Fantasy Thriller,English,United Arab Emirates United States of America,57000000.0,149217355.0,2011.0
a monster in paris,Bibo Bergeron,Europa Corp Scanbox,Vanessa Paradis,Mathieu Chedid,Gad Elmaleh,90.0,Adventure Animation Comedy Family Fantasy,Français,France,25000000.0,26611650.0,2011.0
film about a woman who…,Yvonne Rainer,unknown,Dempster Leech,Shirley Soffer,John Erdman,90.0,Drama,English,United States of America,,,1974.0
"dos μια ιστορία αγάπης, απ' την ανάποδη",Stathis Athanasiou,Bakis Yvonne Roman Films Arktos,David Fernández Fabu,Inés Castaño,Marina Kalogirou,0.0,Drama Fantasy Romance,ελληνικά Español,Greece,,,2011.0
prayers for bobby,Russell Mulcahy,Daniel Sladek Entertainment,Ryan Kelley,Sigourney Weaver,Henry Czerny,88.0,Drama History TV Movie,English Português,United States of America,,,2009.0
little criminals,Stephen Surjik,Canadian Broadcasting Corporation (CBC),Brendan Fletcher,Myles Ferguson,Adam Harrison,91.0,Crime Drama,English,Canada,,,1995.0
bustin' down the door,Jeremy Gosch,Fresh & Smoked,Edward Norton,Clyde Aikau,Ben Aipa,96.0,Documentary,English,United States of America,,,2008.0
love wrecked,Randal Kleiser,Media 8 Entertainment Santo Domingo Film & Music Video Bacon & Eggs,Amanda Bynes,Chris Carmack,Jonathan Bennett,87.0,Family Romance,English,United States of America,,,2005.0
territorio comanche,Gerardo Herrero,Kompel Producciónes Tornasol Films INCAA,Imanol Arias,Carmelo Gómez,Cecilia Dopazo,0.0,Drama War,Spanish,Argentina France Germany Spain,,,1997.0
father takes a wife,Jack Hively,RKO Radio Pictures,Adolphe Menjou,Gloria Swanson,John Howard,79.0,Comedy Romance,English,United States of America,,,1941.0
a very potter musical,Matt Lang,Starkid Productions,Darren Criss,Joey Richter,Bonnie Gruesen,166.0,Music Comedy,English,United States of America,,,2009.0
a very potter sequel,Matt Lang,Starkid Productions,Darren Criss,Bonnie Gruesen,Joey Richter,213.0,Music Comedy,English,United States of America,,,2010.0
once upon a time in the north,JP Siili,Yellow Film & TV,Mikko Leppilampi,Pamela Tola,Aku Hirviniemi,128.0,Drama,suomi,Finland,,,2012.0
miss nobody,Tim Cox,Double Dutch Films,Leslie Bibb,Adam Goldberg,Kathy Baker,86.0,Crime Comedy,English,United States of America,,90647.0,2010.0
retreat,Carl Tibbetts,Ripple World Pictures Magnet Films,Cillian Murphy,Jamie Bell,Thandie Newton,89.0,Drama Thriller Horror Science Fiction,English,United Kingdom,,4498.0,2011.0
guy and madeline on a park bench,Damien Chazelle,Varilight Films Olive Productions,Jason Palmer,Desiree Garcia,Sandha Khin,82.0,Drama Music Romance,English Français,United States of America,60000.0,35556.0,2009.0
the great sinner,Robert Siodmak,Metro-Goldwyn-Mayer (MGM),Gregory Peck,Ava Gardner,Melvyn Douglas,110.0,Drama,English,United States of America,2075000.0,,1949.0
her highness and the bellboy,Richard Thorpe,Metro-Goldwyn-Mayer (MGM),Hedy Lamarr,Robert Walker,June Allyson,112.0,Comedy Romance,English,United States of America,,,1945.0
the civil war,Ken Burns,Florentine Films American Documentaries Inc. Kenneth Lauren Burns WETA Time-Life Video,Sam Waterston,Julie Harris,Jason Robards,680.0,Documentary,English Français,United States of America,,,1990.0
october baby,Andrew Erwin Jon Erwin ,Gravitas Ventures Provident Films,Rachel Hendrix ,Jason Burkey,Robert Amaya ,107.0,Drama,English,United States of America,1000000.0,5355847.0,2011.0
khodorkovsky,Cyril Tuschi,LaLa Films!,Mikhail Khodorkovsky,Joschka Fischer,Vladimir Putin,111.0,Drama Documentary,Pусский English Deutsch,Germany,,39522.0,2011.0
the bear,Dan Chisu,TVC London Channel 4 Television,Șerban Pavlu,Claudiu Bleont,Gabriel Spahiu,80.0,Horror Action Comedy Thriller,Română,Romania,700000.0,,2011.0
live music,Katsuhisa Ishikawa,Taito,Steve Vai,Ann Marie Calhoun,Yosuke Ide,6.0,Animation Music,Japanese,Japan,,,2009.0
ro.go.pa.g.,Jean-Luc Godard Roberto Rossellini Pier Paolo Pasolini Ugo Gregoretti,Arco Film Cineriz,Rosanna Schiaffino,Orson Welles,Ugo Tognazzi,122.0,Comedy Drama,Italiano,Italy France,,,1963.0
paris belongs to us,Jacques Rivette,Les Films du Carrosse Ajym Films,Giani Esposito,Françoise Prévost,Daniel Crohem,141.0,Mystery,Français,France,,,1961.0
bag of bones,Mick Garris,Headline Pictures Nice Guy Productions Sennet Entertainment,Pierce Brosnan,Melissa George,Annabeth Gish,157.0,Drama Horror,English Italiano,United States of America,15000000.0,,2011.0
mozart's sister,René Féret,Les Films Alyne,Marie Féret,Marc Barbé,Delphine Chuillot,120.0,Drama,Français,France,,,2010.0
seven days in utopia,Matt Russell,Utopia Pictures Prospect Park,Robert Duvall,Lucas Black,Melissa Leo,98.0,Drama,English,United States of America,,,2011.0
the women on the 6th floor,Philippe Le Guay,France 2 Cinéma SND Canal+ Vendôme Production,Fabrice Luchini,Sandrine Kiberlain,Natalia Verbeke,106.0,Comedy,Français Español,France,,,2010.0
one of our dinosaurs is missing,Robert Stevenson,Walt Disney Productions,Derek Nimmo,Hugh Burden,Bernard Bresslaw,100.0,Action Adventure Comedy Drama Family Mystery Thriller,English Deutsch Italiano,United Kingdom United States of America,,,1975.0
mega shark vs. crocosaurus,Christopher Ray,The Asylum,Jaleel White,Gary Stretch,Sarah Lieving,90.0,Action Horror Science Fiction,English Français Español,United States of America,100000.0,,2010.0
wrong turn 4: bloody beginnings,Declan O'Brien,Summit Entertainment Constantin Film Produktion Twentieth Century Fox Home Entertainment,Jennifer Pudavick,Tenika Davis,Kaitlyn Wong,93.0,Horror Thriller,English,Germany United States of America,3000000.0,,2011.0
sleep tight,Jaume Balagueró,Filmax Entertainment Castelao Producciones Cubica,Luis Tosar,Marta Etura ,Alberto San Juan,107.0,Thriller,Español,Spain,5000000.0,8791590.0,2011.0
the munekata sisters,Yasujirō Ozu,Shintoho Company,Kinuyo Tanaka,Hideko Takamine,Ken Uehara,112.0,Drama,日本語,Japan,,,1950.0
arena,Jonah Loop,Motion Picture Corporation of America Zero Gravity Management Fury Productions RCR Media Group,Samuel L. Jackson,Kellan Lutz,Katia Winter,94.0,Action Thriller Science Fiction,English 普通话,United States of America,10000000.0,,2011.0
mail order bride,Burt Kennedy,Metro-Goldwyn-Mayer (MGM),Buddy Ebsen,Keir Dullea,Lois Nettleton,83.0,Comedy Western,English,United States of America,,,1964.0
the satan bug,John Sturges,The Mirisch Corporation,George Maharis,Richard Basehart,Anne Francis,114.0,Mystery Science Fiction Thriller Crime,English,United States of America,,,1965.0
poppy shakespeare,Benjamin Ross,Cowboy Films,Naomie Harris,Anna Maxwell Martin,Tessa Peake-Jones,86.0,Drama,English,United Kingdom,,,2008.0
freedom,Šarūnas Bartas,Eurimages Gémini Films Cultural Ministry,Valentinas Masalskis,Fatima Ennaflaoui,Axel Neumann,96.0,Drama,Français,France Lithuania Portugal,14500000.0,,2000.0
the price of forgiveness,Mansour Sora Wade,Hubert Bals Fund Banfilm Canal Horizons,Hubert Koundé,Gora Seck,Alioune Ndiaye,0.0,Drama,Wolof,France Senegal,,,2001.0
i saw mommy kissing santa claus,John Shepphird,Regent Entertainment,Connie Sellecca,Cole Sprouse,Dylan Sprouse,100.0,Comedy Family TV Movie,English,Germany United States of America,,,2002.0
red hill,Patrick Hughes,Wildheart Films Screen Australia Hughes House Film Wolf Creek Pictures McMahon International Pictures,Ryan Kwanten,Steve Bisley,Tom E. Lewis,97.0,Action Thriller Western,English,Australia,,324424.0,2010.0
zone troopers,Danny Bilson,Empire Pictures Charles Band Productions Altar Productions,Tim Thomerson,Tim Van Patten,Art LaFleur,86.0,Action Adventure Science Fiction War,Deutsch English,United States of America,,,1985.0
la patinoire,Jean-Philippe Toussaint,unknown,Bruce Campbell,Mireille Perrier,Dolores Chaplin,80.0,Comedy,English Français,Belgium France Italy,,,1998.0
the secret glory,Richard Stanley,Shadow Theatre Films,Hans-Jürgen Lange,Otto Rahn,unknown,90.0,Documentary Foreign,English,United Kingdom,,,2001.0
the woman who drinks,Bernard Émond,SODEC,Élise Guilbault,Luc Picard,Michel Forget,91.0,Drama Romance,Français,Canada,,,2001.0
the prince and the pauper,George Scribner,Walt Disney Pictures,Wayne Allwine,Arthur Burghardt,Bill Farmer,25.0,Animation Comedy Family,English,United States of America,,,1990.0
another woman's life,Sylvie Testud,ARP Sélection Numéro 4 Production,Juliette Binoche,Mathieu Kassovitz,Aure Atika,97.0,Comedy Drama Romance,Français,France,6500000.0,3216359.0,2012.0
a cat in paris,Alain Gagnol Jean-Loup Felicioli,France 3 Cinéma Folimage Digit Anima,Dominique Blanc,Bruno Salomone,Jean Benguigui,70.0,Animation Comedy,Français,France Netherlands Switzerland Belgium,,309973.0,2010.0
dr. goldfoot and the girl bombs,Mario Bava,American International Pictures (AIP),Vincent Price,Fabian,Franco Franchi,82.0,Action Comedy Science Fiction,Italiano,Italy United States of America,,,1966.0
children who chase lost voices,Makoto Shinkai,CoMix Wave Media Factory,Hisako Kanemoto,Kazuhiko Inoue,Miyu Irino,116.0,Animation Adventure Drama Fantasy,日本語,Japan,,,2011.0
gone,Heitor Dhalia,Lakeshore Entertainment Summit Entertainment Sidney Kimmel Entertainment,Amanda Seyfried,Daniel Sunjata,Jennifer Carpenter,94.0,Drama Thriller,English,United States of America,,18100189.0,2012.0
the plastic age,Wesley Ruggles,B.P. Schulberg Productions,Donald Keith,Clara Bow,Gilbert Roland,73.0,Comedy Drama,English,United States of America,,,1925.0
courageous,Alex Kendrick,TriStar Pictures Provident Films Affirm Films Sherwood Pictures Alabama Production Group,Alex Kendrick,Ken Bevel,Ben Davies,129.0,Drama,English,United States of America,1000000.0,34522221.0,2011.0
flywheel,Alex Kendrick,Carmel Entertainment Provident Films Sherwood Pictures,Alex Kendrick,Janet Lee Dapper,Richie Hunnewell,120.0,Drama Family,English,United States of America,20000.0,37000.0,2003.0
project x,Nima Nourizadeh,Silver Pictures Green Hat Films,Oliver Cooper,Jonathan Daniel Brown,Thomas Mann,88.0,Comedy Crime,English,United States of America,12000000.0,100000000.0,2012.0
the lorax,Kyle Balda Chris Renaud,Universal Pictures Illumination Entertainment,Zac Efron,Danny DeVito,Taylor Swift,86.0,Animation Family,English,United States of America,70000000.0,348840316.0,2012.0
darling,Johan Kling,Spader Knekt,Michelle Meadows,Michael Segerström,Richard Ulfsäter,94.0,Drama,svenska,Sweden,,,2007.0
the big year,David Frankel,Ingenious Media Dune Entertainment Fox 2000 Pictures Deuce Three Productions Sunswept Entertainment Red Hour Films,Owen Wilson,Steve Martin,Jack Black,100.0,Comedy,English,United States of America,41000000.0,7448385.0,2011.0
the liar,Mika Kaurismäki,Hochschule für Fernsehen und Film München,Aki Kaurismäki,Pirkko Hämäläinen,Juuso Hirvikangas,53.0,Comedy Drama,English,Finland Germany,10000000.0,,1981.0
kovat miehet,Maarit Lalli,Sputnik,Jyrki Mänttäri,unknown,unknown,19.0,Comedy Drama,Finnish,Finland,,,1999.0
mr. moto's last warning,Norman Foster,Twentieth Century Fox Film Corporation,Peter Lorre,Ricardo Cortez,Virginia Field,71.0,Action Thriller Mystery,English,United States of America,,,1939.0
act of valor,Mike McCoy Scott Waugh,Relativity Media Bandito Brothers,Roselyn Sánchez,Emilio Rivera,Nestor Serrano,110.0,Action Thriller War,English Pусский,United States of America,12000000.0,81272766.0,2012.0
trailer park boys,Mike Clattenburg,Showcase Television,John Paul Tremblay,Robb Wells,Lucy Decoutere,67.0,Comedy,English,Canada,,,1999.0
don quixote,G.W. Pabst,Hallmark Entertainment,Feodor Chaliapin Sr.,George Robey,Isabella Rossellini,73.0,Adventure Comedy Drama,English,France United Kingdom,,,1933.0
undefeated,T.J. Martin Daniel Lindsay,Spitfire Pictures,O.C. Brown,Bill Courtney,Chavis Daniels,113.0,Documentary,English,United States of America,,583844.0,2011.0
this means war,McG,Dune Entertainment Overbrook Films Robert Simonds Productions,Reese Witherspoon,Chris Pine,Tom Hardy,103.0,Action Comedy Romance,English,United States of America,65000000.0,156974557.0,2012.0
one a.m.,Charlie Chaplin,Lone Star Corporation,Charlie Chaplin,Albert Austin,unknown,22.0,Comedy,English,United States of America,,,1916.0
the cure,Charlie Chaplin,Lone Star Corporation,Charlie Chaplin,Edna Purviance,Eric Campbell,31.0,Comedy,English,United States of America,,2568235.0,1917.0
the bank,Charlie Chaplin,unknown,Charlie Chaplin,Edna Purviance,Carl Stockdale,33.0,Comedy,English,United States of America,,,1915.0
a night out,Charlie Chaplin,The Essanay Film Manufacturing Company,Charlie Chaplin,Ben Turpin,Bud Jamison,33.0,Comedy,English,United States of America,,,1915.0
the earth dies screaming,Terence Fisher,Lippert Films,Willard Parker,Virginia Field,Dennis Price,62.0,Horror Science Fiction,English,United Kingdom,,,1964.0
the dark side of the sun,Božidar 'Bota' Nikolić,Avala Film Cinequanon Pictures International Inc.,Brad Pitt,Guy Boyd,Cheryl Pollak,101.0,Drama Romance,English,United States of America Serbia Canada,,,1988.0
john carter,Andrew Stanton,Walt Disney Pictures,Taylor Kitsch,Lynn Collins,Samantha Morton,132.0,Action Adventure Science Fiction,English,United States of America,260000000.0,284139100.0,2012.0
canned dreams,Katja Gauriloff,Arte,Neuci de Souza,Sebastian Laustsen,Lise Lorenzen,75.0,Documentary,suomi,Denmark Finland Portugal,,,2012.0
sunnyside,Charlie Chaplin,First National Pictures,Charlie Chaplin,Edna Purviance,Tom Wilson,41.0,Comedy,English,United States of America,,,1919.0
when we leave,Feo Aladag,WDR,Sibel Kekilli,Florian Lukas,Nizam Schiller,119.0,Drama Family,Deutsch Türkçe,Germany,,,2010.0
genius within: the inner life of glenn gould,Michèle Hozer Peter Raymont,unknown,Glenn Gould,Kevin Bazzana,Vladimir Ashkenazy,113.0,Documentary Music,English,Canada,,166770.0,2009.0
great directors,Angela Ismailos,Anisma Films,Bernardo Bertolucci,Catherine Breillat,Liliana Cavani,90.0,Documentary,English,United States of America,,17921.0,2010.0
something big,Andrew V. McLaglen,Cinema Center Films Stanmore Productions Penbar Productions,Dean Martin,Brian Keith,Carol White,108.0,Western Comedy,English Deutsch,United States of America,,,1971.0
the take,Robert Hartford-Davis,World Film Services,Billy Dee Williams,Eddie Albert,Frankie Avalon,91.0,Action Thriller Documentary,English,United Kingdom,,,1974.0
queen: days of our lives,Matt O'Casey,Globe Films BBC,Freddie Mercury,Brian May,John Deacon,120.0,Documentary Music,English,United Kingdom,,,2011.0
police,Charlie Chaplin,The Essanay Film Manufacturing Company,Charlie Chaplin,Edna Purviance,Wesley Ruggles,26.0,Comedy,France,United States of America,,,1916.0
behind the screen,Charlie Chaplin,Lone Star Production,Eric Campbell,Charlie Chaplin,Edna Purviance,24.0,Comedy Romance,English,United States of America,,,1916.0
easy street,Charlie Chaplin,Lone Star Corporation,Charlie Chaplin,Edna Purviance,Eric Campbell,24.0,Comedy,English,United States of America,,,1917.0
the art of flight,Curt Morgan,Red Bull Media House Brain Farm Digital Cinema,Travis Rice,Nicolas Muller,Mark Landvik,80.0,Adventure Documentary,English,United States of America,,,2011.0
starbuck,Ken Scott,Caramel Film,Patrick Huard,Julie Le Breton,Antoine Bertrand,103.0,Comedy,Español Français,Canada,,,2011.0
forks over knives,Lee Fulkerson,Monica Beach Media,Lee Fulkerson,Matthew Lederman,Alona Pulde,90.0,Documentary,English,United States of America,,664747.0,2011.0
deserter,Vsevolod Pudovkin,unknown,Suzanne Pratley,unknown,unknown,0.0,Drama,English,Canada,8.0,,1933.0
skies above the landscape,Nenad Đurić,Dream Company,Audrey Hamm,Aleksandar Šeksan,Haris Burina,86.0,Comedy,Bosanski Français,Bosnia and Herzegovina,,,2006.0
united red army,Kōji Wakamatsu,Wakamatsu Production,Maki Sakai,Arata Iura,Akie Namiki,190.0,Drama Foreign Thriller,日本語,Japan,2391200.0,,2007.0
goon,Michael Dowse,Don Carmody Productions Caramel Films,Seann William Scott,Jay Baruchel,Alison Pill,92.0,Comedy,English,Canada United States of America,,6483963.0,2012.0
landscape with a woman,Ivica Matić,Televizija Sarajevo RTV Sarajevo,Stole Arandjelovic,Božidarka Frajt,Uroš Kravljača,75.0,Drama,Bosanski,Bosnia and Herzegovina,,,1976.0
blind pig who wants to fly,Edwin,Babibutafilm,Joko Anwar,Clarine Baharrizki,Andhara Early,77.0,Drama,Bahasa indonesia,Indonesia,,,2008.0
what is to be done?,Raúl Ruiz Saul Landau Nina Serrano,Lobo Films,Sandra Archer,Aníbal Reyna,Richard Stahl,90.0,Drama,Español English,United States of America Chile,,,1970.0
the hidden face,Andrés Baiz,Avalon Studios Dynamo Fox International Productions (FIP),Quim Gutiérrez,Martina García,Clara Lago,92.0,Thriller Mystery,Español,Spain Colombia,,,2011.0
in gold we trust,Éric Besnard,Mandarin Films,Clovis Cornillac,Audrey Dana,Claudio Santamaria,100.0,Adventure,Français,France,,,2010.0
eye of the devil,J. Lee Thompson,Filmways Pictures,Deborah Kerr,David Niven,Sharon Tate,96.0,Crime Horror Mystery,English,United Kingdom,,,1966.0
listen to your heart,Matt Thompson,rebel one pictures wishing well pictures,Alexia Rasmussen,Cybill Shepherd,Shirley Knight,102.0,Drama Music Romance,English,United States of America,,,2010.0
dead on time,Lyndall Hobbs,unknown,Rowan Atkinson,Nigel Hawthorne,Jim Broadbent,33.0,Comedy,English,United Kingdom,,,1983.0
pale cocoon,Yasuhiro Yoshiura,Directions Inc.,Hiroka Oyama,Minako Kawashima,Nakao Michiosu,23.0,Animation Science Fiction,日本語,Japan,,,2006.0
the awakening,Nick Murphy ,BBC Films Studio Canal Creative Scotland Origin Pictures Lipsync Productions,Rebecca Hall,Dominic West,Imelda Staunton,107.0,Horror Thriller,Français English,United Kingdom,4798235.0,209696.0,2011.0
the round up,Roselyne Bosch,Gaumont EOS Entertainment TF1 Films Production Filmförderungsanstalt (FFA) Canal+ CinéCinéma France Télévision Région Ile-de-France Eurofilm Stúdió France 3 Cinema Centre National de la Cinématographie (CNC) Légende Films Légende des Siècles SMTS KS2 Cinéma Alva Films,Jean Reno,Mélanie Laurent,Gad Elmaleh,115.0,Drama History War,Français Deutsch ,France Germany Hungary,20000000.0,25346148.0,2010.0
miral,Julian Schnabel,Eran Riklis Productions Ltd. Pathe,Freida Pinto,Hiam Abbass,Willem Dafoe,112.0,Drama,English,France Israel Italy India,,852336.0,2010.0
princess of mars,Mark Atkins,"The Asylum The Global Asylum Asylum, The","Antonio Sabàto, Jr.",Traci Lords,Matt Lasky,93.0,Fantasy Science Fiction War,English,United States of America,,,2009.0
like water,Pablo Croce,unknown,Anderson Silva,Jose Aldo,Junior dos Santos,0.0,Documentary,English Português,United States of America,325.0,,2011.0
cencoroll,Atsuya Uki,Aniplex Anime Innovation Tokyo,Kana Hanazawa,Hiro Shimono,Ryohei Kimura,27.0,Animation Science Fiction,日本語,Japan,,,2009.0
game change,Jay Roach,Playtone HBO Films,Julianne Moore,Woody Harrelson,Ed Harris,118.0,TV Movie Drama History,English,United States of America,,,2012.0
kill by inches,Diane Doniol-Valcroze Arthur Flam,unknown,Emmanuel Salinger,Myriam Cyr,Marcus Powell,80.0,Horror,English,unknown,,,1999.0
the ledge,Matthew Chapman,Rising Star Foresight Unlimited VIP Media Group Michael Mailer Films Ledge Productions,Patrick Wilson,Liv Tyler,Charlie Hunnam,101.0,Drama Thriller,English,United States of America Germany,10000000.0,610986.0,2011.0
bestseller,Lee Jung-ho,unknown,Uhm Jung-hwa,Park Sa-Rang,Lee Do-Kyeong,117.0,Horror Thriller Mystery Foreign,한국어/조선말,South Korea,,,2010.0
21 jump street,Phil Lord Christopher Miller,Columbia Pictures Original Film Stephen J. Cannell Productions Relativity Media Metro-Goldwyn-Mayer (MGM),Channing Tatum,Jonah Hill,Brie Larson,109.0,Action Comedy Crime,English,United States of America,42000000.0,201585328.0,2012.0
"jeff, who lives at home",Jay Duplass Mark Duplass,Indian Paintbrush,Jason Segel,Ed Helms,Susan Sarandon,83.0,Drama Comedy,English,United States of America,10000000.0,4417580.0,2011.0
blackballed: the bobby dukes story,Brant Sersen,The 7th Floor Werkaround First Motionless Pictures,Rob Corddry,Paul Scheer,Rob Riggle,91.0,Comedy,English,United States of America,,,2004.0
adventures of captain marvel,John English,Republic Pictures,Tom Tyler,Frank Coghlan Jr.,William Benedict,216.0,Fantasy Action Science Fiction Family,Português English,United States of America,,,1941.0
captain midnight,James W. Horne,unknown,Dave O'Brien,Dorothy Short,James Craven,270.0,Adventure Action,English,unknown,,,1942.0
harmagedon - erään maailman loppu,Juha Rosma,Skandia-Filmi,Jussi Parviainen,Aake Kalliala,Esko Salminen,71.0,Drama Science Fiction Fantasy,Finnish,Finland,,,1986.0
city of fear,Irving Lerner,Columbia Pictures Corporation,Vince Edwards,Lyle Talbot,John Archer,81.0,Drama Thriller,English,United States of America,,,1959.0
treed murray,William Phillips,Odeon Films,David Hewlett,Aaron Ashmore,Kevin Duhaney,90.0,Thriller,English,Canada,,,2001.0
satan never sleeps,Leo McCarey,Twentieth Century Fox Film Corporation,William Holden,Clifton Webb,France Nuyen,125.0,Drama,广州话 / 廣州話 English,United States of America,,,1962.0
sos coast guard,William Witney Alan James,Republic Pictures,Bela Lugosi,Ralph Byrd,Maxine Doyle,224.0,Action,English,United States of America,,,1937.0
yes or no,Saratswadee Wongsomphet,Sahamongkol Film,Arisara Thongborisut,Supanart Jittaleela,Sushar Manaying,107.0,Comedy Romance,ภาษาไทย,Thailand,,,2010.0
