title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
tight spot,Phil Karlson,Columbia Pictures Corporation,Ginger Rogers,Edward G. Robinson,Brian Keith,97.0,Drama Thriller Crime,English,United States of America,,,1955.0
the skin i live in,Pedro Almodóvar,El Deseo Televisión Española TVE FilmNation Entertainment Canal+ España Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA) Instituto de Crédito Oficial (ICO) Blue Haze Entertainment,Antonio Banderas,Elena Anaya,Marisa Paredes,117.0,Drama Horror Mystery Thriller,Español,Spain,13000000.0,5774854.0,2011.0
the messengers 2: the scarecrow,Martin Barnewitz,Ghost House Pictures,Norman Reedus,Heather Stephens,Claire Holt,94.0,Horror,English Polski,United States of America,,,2009.0
boys,Nils Malmros,Steen Herdel Filmproduktion EBC Films,Mads Ole Erhardsen,Jesper Hede,Mette Marie Hede,83.0,Drama,Dansk,Denmark,,,1977.0
"the birds, the bees and the italians",Pietro Germi,Dear Film Les Films du Siècle,Virna Lisi,Gastone Moschin,Nora Ricci,115.0,Comedy,Italiano,Italy France,,,1965.0
backlight,Fernando Fragata,Virtual Audiovisuais,Joaquim de Almeida,Evelina Pereira,Scott Bailey,90.0,Drama Romance Science Fiction,English Français,Portugal United States of America,,,2010.0
the lodger,David Ondaatje,Merchant Pacific Corporation,Alfred Molina,Hope Davis,Shane West,96.0,Horror Mystery Thriller,English,United States of America,,,2009.0
shadows & lies,Jay Anania,unknown,James Franco,Julianne Nicholson,Josh Lucas,100.0,Drama Action Romance,English,United States of America,,,2010.0
"crosby, stills & nash: long time comin'",Malcolm Leo,unknown,David Crosby,Stephen Stills,Graham Nash,60.0,Music,English,United States of America,,,1990.0
phil ochs: there but for fortune,Kenneth Bowser,Barking Dog Productions S2BN Films,Phil Ochs,Tom Paxton,Jello Biafra,96.0,Documentary,English,United States of America,,,2011.0
good neighbours,Jacob Tierney,Park Ex Pictures,Jay Baruchel,Scott Speedman,Emily Hampshire,99.0,Thriller Drama,English,Canada,,,2011.0
the winning season,Jim Strouse,Gigi Productions Sneaky Pete Productions,Sam Rockwell,Emma Roberts,Shareeka Epps,119.0,Comedy Drama,English,United States of America,,,2009.0
conan the barbarian,Marcus Nispel,Dark Horse Entertainment Nu Image Films Paradox Entertainment Nimar Studios Millennium Films Cinema Vehicle Services,杰森·莫玛,Stephen Lang,Rachel Nichols,113.0,Adventure Fantasy Action,English,United States of America,90000000.0,48795021.0,2011.0
dead awake,Omar Naim,Tax Credit Finance,Nick Stahl,Rose McGowan,Amy Smart,92.0,Fantasy Mystery Thriller Romance,English,United States of America,3500000.0,,2010.0
prom,Joe Nussbaum,Walt Disney Pictures Rickshaw Productions,Aimee Teegarden,Thomas McDonell,Nicholas Braun,104.0,Comedy,English,United States of America,8000000.0,10130000.0,2011.0
magic trip,Alex Gibney Alison Ellwood,A&E IndieFilms Phoenix Wiley,Ken Kesey,Jerry Garcia,Neal Cassady,107.0,Documentary,English,United States of America,,,2011.0
stay cool,Michael Polish,Initiate Productions,Winona Ryder,Chevy Chase,Sean Astin,94.0,Comedy,English,United States of America,4500000.0,,2009.0
walled in,Gilles Paquet-Brenner,experiences films Minds Eye Entertainment Forecast Pictures Leomax Productions,Mischa Barton,Cameron Bright,Deborah Kara Unger,92.0,Horror Thriller,English,United States of America France Canada,10000000.0,,2009.0
waiting for forever,James Keach,Catfish Productions PCH Film Weekend Films/Main Street Productions,Rachel Bilson,Tom Sturridge,Matthew Davis,94.0,Drama Romance,English,United States of America,,,2010.0
the creation of the humanoids,Wesley Barry,Genie Productions Inc.,Don Megowan,Erica Elliott,Frances McCann,75.0,Science Fiction,English,United States of America,,,1962.0
future cops,Wong Jing,Golden Harvest Company,Andy Lau,Jacky Cheung,Richard Ng,95.0,Action Comedy,广州话 / 廣州話 English,Hong Kong,,,1993.0
tooth and nail,Mark Young,unknown,Rider Strong,Michael Kelly,Robert Carradine,94.0,Drama Horror Thriller Science Fiction,English,United States of America,,,2007.0
face,Tsai Ming-liang,ARTE France Cinéma Homegreen Films JBA Production Tarantula Circe Films Musée du Louvre,Lee Kang-Sheng,Lu Yi-Ching,Fanny Ardant,138.0,Comedy Drama,English Français 普通话,France Belgium Netherlands Taiwan,,,2009.0
orders,Michel Brault,unknown,Hélène Loiselle,Jean Lapointe,Guy Provost,109.0,Drama History,Français,Canada,,,1974.0
the story of temple drake,Stephen Roberts,Paramount Pictures,Miriam  Hopkins,William Gargan,Jack La Rue,70.0,Crime Drama,English,United States of America,,,1933.0
project nim,James Marsh,BBC Films Passion Pictures Red Box Films,Bob Angelini,Bern Cohen,Reagan Leonard,93.0,Documentary,English,United Kingdom United States of America,,,2011.0
escape,Mervyn LeRoy,Metro-Goldwyn-Mayer (MGM),Norma Shearer,Robert Taylor,Conrad Veidt,98.0,Drama Thriller,English,United States of America,,,1940.0
fatherland,Christopher Menaul,Home Box Office (HBO),Rutger Hauer,Miranda Richardson,Peter Vaughan,106.0,Drama Thriller Action,English Deutsch,United States of America,,,1994.0
simon says,William Dear,Blue Cactus Pictures Darkmoon Pictures,Crispin Glover,Margo Harshman,Greg Cipes,87.0,Horror Thriller,English,United States of America,3000000.0,,2006.0
chill,Serge Rodnunsky,Rojak Films,Thomas Calabro,Ashley Laurence,Shaun Kurtz,88.0,Horror,English,United States of America,850000.0,,2007.0
birdemic: shock and terror,James Nguyen,Moviehead Pictures,Alan Bagh,Whitney Moore,Janae Caster,95.0,Horror Science Fiction,English,United States of America,10000.0,,2010.0
"walking, walking",Ermanno Olmi,RAI Radiotelevisione Italiana,Alberto Fumigalli,Antonio Cucciarrè,Eligio Martellucci,171.0,Drama Foreign,Italiano,Italy,,70000000.0,1983.0
whirlygirl,Jim Wilson,Tig Productions All the Way Round Beacon Classics,Monet Mazur,Julian Morris,J.A.Q.,99.0,Romance Drama,English,United States of America,,,2006.0
woyzeck,János Szász,Werner Herzog Filmproduktion ZDF,Klaus Kinski,Eva Mattes,Wolfgang Reichmann,93.0,Drama Foreign Horror,Magyar,Hungary,,,1994.0
win/win,Jaap van Heusden,Compagnia Cinematografica Mondiale (CCM) Compagnie Internationale de Productions Cinématographiques (CIPRA) Cité Films,Oscar Van Rompay,Halina Reijn,Leon Voorberg,81.0,Drama Comedy Foreign,France,France Italy,,,2010.0
page eight,David Hare,Heyday Films British Broadcasting Corporation (BBC) Carnival Films & Television Masterpiece Runaway Fridge TV,Ralph Fiennes,Rachel Weisz,Bill Nighy,99.0,Mystery Thriller Drama,English,United Kingdom,,,2011.0
the inbetweeners movie,Ben Palmer,Channel 4 Television Corporation,Simon Bird,James Buckley,Blake Harrison,97.0,Comedy,English,United Kingdom,4478250.0,88025781.0,2011.0
the old man and the sea,Jud Taylor,Yorkshire Television (YTV) William F. Storke & Robert E. Fuisz,Anthony Quinn,Gary Cole,Patricia Clarkson,93.0,Action Drama Foreign TV Movie,English,United Kingdom,,,1990.0
time to die,Arturo Ripstein,Alameda Films,Marga López,Jorge Martínez de Hoyos,Enrique Rocha,90.0,Western Drama,Español,Mexico,250000000.0,774153007.0,1966.0
dying at grace,Allan King,Allan King Associates,Phyllis Bobbitt,Joyce Bone,Norman Collins,148.0,Documentary,English,Canada,,,2003.0
the future,Miranda July,"GNK Productions Match Factory, The Medienboard Berlin-Brandenburg",Miranda July,Hamish Linklater,David Warshofsky,91.0,Comedy Drama,English,United States of America Germany,1000000.0,,2011.0
richard iii,André Calmettes James Keane,Le Film d'Art Sterling Camera and Film Company M.B. Dudley Amusement Co.,Robert Gemp,Frederick Warde,Albert Gardner,55.0,Drama,English,France United States of America,,2748518.0,1912.0
burning secret,Andrew Birkin,Bayerischer Rundfunk (BR) Vestron Pictures B.A. Filmproduktion,David Eberts,Faye Dunaway,Klaus Maria Brandauer,106.0,Drama,English,United Kingdom Germany,,,1988.0
love ranch,Taylor Hackford,Capitol Films Rising Star,Helen Mirren,Joe Pesci,Sergio Peris-Mencheta,117.0,Drama,English,United States of America Germany,,,2010.0
payment deferred,Lothar Mendes,Metro-Goldwyn-Mayer (MGM),Charles Laughton,Maureen O'Sullivan,Dorothy Peterson,81.0,Crime Thriller,English,United States of America,,,1932.0
the interrupters,Steve James,Kartemquin Films Rise Films,Tio Hardiman,Ameena Matthews,Cobe Williams,125.0,Documentary,English,United States of America,,282448.0,2011.0
ill met by moonlight,Emeric Pressburger Michael Powell,The Rank Organisation Vega Film,Dirk Bogarde,Marius Goring,David Oxley,104.0,War Adventure Action Drama,Deutsch English ελληνικά,United Kingdom,,,1957.0
red state,Kevin Smith,The Harvey Boys NVSH Productions Phase 4 Films SModcast Pictures,Michael Parks,John Goodman,Melissa Leo,88.0,Horror Action Thriller,English,United States of America,4000000.0,1104682.0,2011.0
the dark side of the heart,Eliseo Subiela,I.N.C.A.A. Max Films Productions CQ3 Films,Darío Grandinetti,Sandra Ballesteros,Nacha Guevara,127.0,Comedy Drama Romance,Deutsch Español,Argentina Canada,,,1992.0
les misérables,Raymond Bernard,Pathé-Natan,Harry Baur,Paul Azaïs,Florelle,281.0,Drama,Français,France,61000000.0,441800000.0,1934.0
wooden crosses,Raymond Bernard,Pathé-Natan,Pierre Blanchar,Gabriel Gabrio,Charles Vanel,110.0,Drama War,Français,France,,,1932.0
short sharp shock,Fatih Akin,Zweites Deutsches Fernsehen (ZDF) Wüste Film,Mehmet Kurtulus,Aleksandar Jovanović,Adam Bousdoukos,93.0,Drama Thriller,Deutsch ελληνικά  Türkçe,Germany,500000.0,,1998.0
chinese take-out,Sebastián Borensztein,Pampa Films Tornasol Films Aliwood Mediterráneo Producciones Castafiore Films Gloriamundi Films Royal Cinema Group Telefe,Ricardo Darín,Muriel Santa Ana,Javier Pinto,93.0,Comedy,普通话 Español,Argentina Spain,5000000.0,,2011.0
a stranger's heart,Andy Wolk,unknown,Samantha Mathis,Peter Dobson,Thomas Kopache,0.0,Drama Romance,English,United States of America,,,2007.0
restraint,David Denneen,Filmgraphics Entertainment Film Finance,Travis Fimmel,Teresa Palmer,Stephen Moyer,94.0,Drama Thriller,English,Australia,,,2008.0
a better life,Chris Weitz,Summit Entertainment Witt/Thomas Productions Depth of Field McLaughlin Films Lime Orchard Productions,Demián Bichir,José Julián,Chelsea Rendon,98.0,Drama,English Español,United States of America,10000000.0,1759252.0,2011.0
raging phoenix,Rashane Limtrakul,Baa-Ram-Ewe Sahamongkolfilm International,JeeJa Yanin,Marc Hoang,David Bueno,112.0,Thriller Action,ภาษาไทย,Thailand,,,2009.0
ceremony,Max Winkler,NALA Films,Uma Thurman,Michael Angarano,Lee Pace,89.0,Comedy Romance,English,United States of America,,22270.0,2010.0
sympathy for delicious,Mark Ruffalo,Corner Store Entertainment Super Crispy Entertainment Volume One Entertainment,Christopher Thornton,Juliette Lewis,Orlando Bloom,96.0,Drama,English,United States of America,,13826.0,2011.0
wrecked,Michael Greenspan,Téléfilm Canada Independent Edge FIlms Canadian Film or Video Production Tax Credit (CPTC) Province of British Columbia Film Incentive BC Three-Seven Entertainment,Adrien Brody,Caroline Dhavernas,Ryan Robbins,91.0,Thriller Mystery,English Français,Canada United States of America,,8020.0,2010.0
korridoren,Jan Halldoff,SF Studios,Per Ragnar,Agneta Ekmanner,Åke Lindström,97.0,Drama,svenska,Sweden,,,1968.0
pearl jam: twenty,Cameron Crowe,unknown,Eddie Vedder,Stone Gossard,Jeff Ament,109.0,Documentary Music,English,United States of America,,,2011.0
i don't know how she does it,Douglas McGrath,The Weinstein Company,Sarah Jessica Parker,Pierce Brosnan,Sarah Shahi,89.0,Romance Comedy,English,United States of America,24000000.0,30551495.0,2011.0
two cents worth of hope,Renato Castellani,Universalcine,Maria Fiore,Vincenzo Musolino,Filomena Russo,110.0,Romance Comedy,Italiano,Italy,,,1952.0
commandos strike at dawn,John Farrow,Columbia Pictures Corporation,Paul Muni,Anna Lee,Lillian Gish,98.0,War Drama,English Español,United States of America,,,1942.0
the pleasure seekers,Jean Negulesco,Twentieth Century Fox Film Corporation,Ann-Margret,Anthony Franciosa,Carol Lynley,107.0,Comedy Music Romance,English,United States of America,2100000.0,2000000.0,1964.0
the kidnappers,Philip Leacock,Group Film Productions,Jean Anderson,Adrienne Corri,Theodore Bikel,93.0,Drama Comedy,English,United Kingdom,,,1953.0
that lady in ermine,Otto Preminger Ernst Lubitsch,Twentieth Century Fox Film Corporation,Betty Grable,Douglas Fairbanks Jr.,Cesar Romero,89.0,Comedy Romance,English,United States of America,,,1948.0
april love,Henry Levin,Twentieth Century Fox Film Corporation,Pat Boone,Shirley Jones,Arthur O'Connell,97.0,Comedy Drama,English,United States of America,1425000.0,3700000.0,1957.0
red meadows,Lau Lauritzen Jr. Bodil Ipsen,ASA,Poul Reichhardt,Preben Kaas,Lisbeth Movin,85.0,War Drama,Dansk,Denmark,,,1945.0
shark night,David R. Ellis,Incentive Filmed Entertainment,Sara Paxton,Chris Carmack,Joel David Moore,91.0,Horror Thriller,English Português,United States of America,28000000.0,10126458.0,2011.0
beautiful lies,Pierre Salvadori,Trinity Filmed Entertainment,Audrey Tautou,Sami Bouajila,Nathalie Baye,105.0,Comedy Romance,Français,France,20000000.0,230098753.0,2010.0
contagion,Steven Soderbergh,Double Feature Films Regency Enterprises Warner Bros. Participant Media Imagenation Abu Dhabi FZ,Matt Damon,Gwyneth Paltrow,Kate Winslet,106.0,Drama Thriller Science Fiction,English 广州话 / 廣州話 普通话,United States of America United Arab Emirates,60000000.0,137551594.0,2011.0
we have a pope,Nanni Moretti,France 3 Cinéma Eurimages Fandango Rai Cinema Le Pacte Canal+ Backup Films France Télévision Coficup Sacher Film,Michel Piccoli,Nanni Moretti,Margherita Buy,102.0,Drama Comedy,English Français Deutsch Italiano Latin Polski Español,Italy France,11000000.0,,2011.0
frenchman's creek,Mitchell Leisen,Paramount Pictures,Joan Fontaine,Arturo de Córdova,Basil Rathbone,110.0,Romance Adventure,English,United States of America,,,1944.0
vigilante,William Lustig,Magnum Motion Pictures Inc..,Robert Forster,Fred Williamson,Richard Bright,90.0,Action Crime Thriller,English,United States of America,,5091888.0,1983.0
sleeping beauty,Julia Leigh,Screen Australia Screen NSW Fulcrum Media Finance Spectrum Films Magic Films Deluxe Australia Big Ears Productions,Emily Browning,Rachael Blake,Ewen Leslie,102.0,Drama Romance,English,Australia,10000000.0,51600000.0,2011.0
maría candelaria,Emilio Fernández,Films Mundiales,Dolores del Río,Pedro Armendáriz,Alberto Galán,102.0,Drama Romance,Español,Mexico,,,1944.0
the maze,William Cameron Menzies,Ingenious Media The Gotham Group Dayday Films Temple Hill Entertainment TSG Entertainment 20th Century Fox,Richard Carlson,Veronica Hurst,Katherine Emery,80.0,Horror Science Fiction,English,United States of America,34000000.0,348319861.0,1953.0
straw dogs,Rod Lurie,Battleplan Productions,James Marsden,Kate Bosworth,Alexander Skarsgård,110.0,Drama Thriller,English,United States of America,25000000.0,10324441.0,2011.0
moneyball,Bennett Miller,Columbia Pictures Scott Rudin Productions,Brad Pitt,Jonah Hill,Philip Seymour Hoffman,133.0,Drama,English,United States of America,50000000.0,110206216.0,2011.0
william s. burroughs: a man within,Yony Leyser,Oscilloscope Laboratories Bulletproof Films,Peter Weller,William S. Burroughs,John Waters,88.0,Documentary,English,United States of America,160000.0,,2010.0
the appeared,Paco Cabezas,Jaleo Films Oberón Cinematográfica Pensa & Rocca Producciones,Ruth Díaz,Javier Pereira,Héctor Bidonde,104.0,Horror Thriller Mystery,Español,Argentina Spain Sweden,,,2008.0
felicity,John D. Lamond,Krystal Motion Picture Productions,Glory Annen,Chris Milne,Joni Flynn,94.0,Drama Romance,English,Australia,,,1978.0
the winning team,Lewis Seiler,Warner Bros.,Doris Day,Ronald Reagan,Frank Lovejoy,98.0,Drama Romance,English,United States of America,,,1952.0
"fat, sick & nearly dead",Joe Cross Kurt Engfehr,unknown,Joe Cross,Phil Riverstone,Amy Badberg,97.0,Documentary,English,United States of America Australia,,,2010.0
higher and higher,Tim Whelan,RKO Radio Pictures,Michèle Morgan,Jack Haley,Frank Sinatra,90.0,Comedy Music,English,United States of America,,,1943.0
the house of the seven gables,Joe May,Universal Pictures,George Sanders,Margaret Lindsay,Vincent Price,89.0,Thriller Drama,English,United States of America,,,1940.0
le havre,Aki Kaurismäki,Pyramide Productions Pandora Filmproduktion Sputnik,André Wilms,Kati Outinen,Blondin Miguel,93.0,Drama Comedy,Français,Finland France Germany,3850000.0,4230854.0,2011.0
x,Jon Hewitt,A24 Little Lamb Productions,Viva Bianca,Hanna Mangan Lawrence,Peter Docker,90.0,Action Thriller Romance,English,Australia,1000000.0,14700000.0,2010.0
the milky way,Lina Chamie,Girafa Filmes,Marco Ricca,Alice Braga,Fernando Alves Pinto,86.0,Drama,Português,Brazil,,,2007.0
magnificent warriors,David Chung,D & B Films Co. Ltd.,Michelle Yeoh,Richard Ng,Derek Yee Tung-Sing,88.0,Action Foreign,广州话 / 廣州話,Hong Kong,,,1987.0
zindagi na milegi dobara,Zoya Akhtar,Excel Entertainment Eros International,Hrithik Roshan,Farhan Akhtar,Abhay Deol,155.0,Drama Comedy Romance,English हिन्दी Español,India,7700000.0,160000000.0,2011.0
restless,Gus Van Sant,Columbia Pictures Imagine Entertainment 360 Pictures,Mia Wasikowska,Henry Hopper,Ryo Kase,91.0,Drama Romance,English,United States of America,8000000.0,163265.0,2011.0
neds,Peter Mullan,StudioUrania,Conor McCarron,Mhairi Anderson,Martin Bell,124.0,Drama,English Latin,United Kingdom France Italy,,,2010.0
cold fish,Sion Sono,Nikkatsu Stairway,Mitsuru Fukikoshi,Denden,Megumi Kagurazaka,144.0,Drama Thriller Crime,日本語,Japan,,,2010.0
skeletons,Nick Whitfield,Scottish Screen EM Media Forward Films Edge City Films,Jason Isaacs,Ed Gaughan,Tuppence Middleton,94.0,Fantasy Comedy Thriller Mystery Foreign,български език English,United Kingdom,2200000.0,,2010.0
phineas and ferb the movie: across the 2nd dimension,Dan Povenmire Robert Hughes,Walt Disney Pictures Walt Disney Television Animation,Dee Bradley Baker,Thomas Brodie-Sangster,Laura Dickinson,78.0,Animation Comedy Family TV Movie,English,United States of America,,,2011.0
follow me quietly,Richard Fleischer,RKO Radio Pictures,William Lundigan,Dorothy Patrick,Jeff Corey,60.0,Thriller,English,United States of America,,,1949.0
scott walker: 30 century man,Stephen Kijak,BBC Missing in Action Films Verve Pictures Oscilloscope,Scott Walker,Damon Albarn,David Bowie,95.0,Documentary Music,English,France United Kingdom United States of America,,,2006.0
four nights of a dreamer,Robert Bresson,Albina Productions S.a.r.l. I Film Dell'Orso Victoria Film Office de Radiodiffusion Télévision Française,Isabelle Weingarten,Guillaume des Forêts,Maurice Monnoyer,87.0,Drama Romance,Français,France,,,1971.0
the perfume of the lady in black,Francesco Barilli,Euro International Films,Mimsy Farmer,Maurizio Bonuglia,Mario Scaccia,101.0,Foreign Horror Mystery Thriller,Italiano,Italy,,,1974.0
the soul of a man,Wim Wenders,unknown,Laurence Fishburne,Chris Thomas King,Keith B. Brown,103.0,Documentary Music,English,Germany United States of America,,,2003.0
god's comedy,João César Monteiro,Zentropa Productions Grupo de Estudos e Realizações (GER) Pierre Grise Productions,Claudia Teixeira,João César Monteiro,Raquel Ascensão,170.0,Comedy Drama,Português,Denmark France Italy Portugal,,,1995.0
nightmare,Freddie Francis,Hammer Film Productions,David Knight,Moira Redmond,Jennie Linden,83.0,Thriller,English,United Kingdom,,,1964.0
taxi zum klo,Frank Ripploh,Exportfilm Bischoff & Co.,Frank Ripploh,Bernd Broaderup,Tabea Blumenschein ,96.0,Drama Comedy Foreign,Deutsch,Germany,,,1980.0
i am,Dorota Kędzierzawska,unknown,Piotr Jagielski,Agnieszka Nagórzycka,Edyta Jungowska,93.0,Drama,English,United Kingdom,,,2005.0
my little business,Pierre Jolivet,Bac Films Les Films Alain Sarde M6 Films Canal+ Little Bear,Vincent Lindon,François Berléand,Zabou Breitman,96.0,Comedy,Français,France,,,1999.0
la maladie de sachs,Michel Deville,Renn Productions Eléfilm,Albert Dupontel,Valérie Dréville,Dominique Reymond,0.0,Drama,Français,unknown,,,1999.0
the witches,Pier Paolo Pasolini Vittorio De Sica Luchino Visconti Franco Rossi Mauro Bolognini,Les Productions Artistes Associés Dino de Laurentiis Cinematografica,Silvana Mangano,Annie Girardot,Massimo Girotti,105.0,Comedy Drama Romance,Italiano,France Italy,11000000.0,15400000.0,1967.0
the valley,Barbet Schroeder,Les Films du Losange Société Nouvelle de Cinématographie (SNC) Circle Associates Ltd.,Bulle Ogier,Jean-Pierre Kalfon,Michael Gothard,105.0,Drama,English Français,France,,,1972.0
point blank,Fred Cavayé,Gaumont LGM Productions TF1 Films Production Canal+ TPS Star Nexus Factory uFilm K.R. Productions,Gérard Lanvin,Roschdy Zem,Elena Anaya,84.0,Action Thriller Crime,Český Français Español,France,16000000.0,,2010.0
masti,Indra Kumar,Maruti International,Vivek Oberoi,Aftab Shivdasani,Ritesh Deshmukh,166.0,Comedy Drama,हिन्दी,India,,,2004.0
o contador de histórias,Luiz Villaça,Ramalho Filmes,Maria de Medeiros,Teuda Bara,Ju Colombo,106.0,Drama,Português,Brazil,,,2009.0
nothing personal,Urszula Antoniak,Fastnet Films Rinkel Film Family Affair Films Rinkel Film & TV Productions BV,Stephen Rea,Lotte Verbeek,Tom Charlfa,85.0,Drama,Nederlands English Deutsch Gaeilge,Netherlands Ireland,,,2009.0
ironclad,Jonathan English,Rising Star Premiere Picture Mythic International Entertainment Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I) Wales Creative IP Fund Silver Reel Perpetual Media Capital Molinare Investment VIP 4 Medienfonds ContentFilm International,James Purefoy,Kate Mara,Jason Flemyng,121.0,Romance Adventure Action History,Dansk English Magyar Latin,United Kingdom United States of America,25000000.0,5151023.0,2011.0
green fire,Andrew Marton,Metro-Goldwyn-Mayer (MGM),Stewart Granger,Grace Kelly,Paul Douglas,100.0,Adventure Drama,English,United States of America,1768000.0,1829000.0,1954.0
russell peters: the green card tour,David Higby,unknown,Russell Peters,unknown,unknown,88.0,Comedy,English,Canada,,,2011.0
pathetic fallacy,Ritwik Ghatak,Aurora Films L.B.Films International,Kali Bannerjee,Gangapada Basu,Satindra Bhattacharya,102.0,Drama,বাংলা,India,,,1958.0
no man of her own,Wesley Ruggles,Paramount Pictures,Clark Gable,Carole Lombard,Dorothy Mackaill,85.0,Drama Romance,English,United States of America,,,1932.0
zombie island massacre,John N. Carter,Troma Entertainment,David Broadnax,Rita Jenrette,George Peters,95.0,Horror,Deutsch English,United States of America,,,1984.0
mr. thank you,Hiroshi Shimizu,Shochiku Ofuna,Kaoru Futaba,Michiko Kuwano,Takashi Ishiyama,78.0,Drama,日本語,Japan,,,1936.0
northanger abbey,Jon Jones,WGBH Granada Television Irish Film Industry ITV Productions,Geraldine James,Felicity Jones,J. J. Feild,93.0,Drama Romance,English,United Kingdom United States of America Ireland,,,2007.0
floods of fear,Charles Crichton,The Rank Organisation,Howard Keel,Anne Heywood,Cyril Cusack,84.0,Adventure Action Thriller,English,United Kingdom,,,1958.0
loser takes all,Nikos Nikolaidis,Independent Film Producers (IFP),Giannis Angelakas,Jenny Kitseli,Ifigenia Asteriadi,120.0,Comedy,ελληνικά,Greece,,,2002.0
in vanda's room,Pedro Costa,Pandora Filmproduktion Instituto Português da Arte Cinematográfica e Audiovisual (IPACA) Contracosta Produções,Vanda Duarte,Lena Duarte,Zita Duarte,170.0,Drama,Português,Portugal Switzerland Germany,,,2001.0
de dominee,Gerrard Verhage,unknown,Peter Paul Muller,Frank Lammers,Marcel Musters,110.0,Drama Crime Foreign,Nederlands,Netherlands,,,2004.0
black butterflies,Paula van der Oest,Nederlands Fonds voor de Film Spier Films CoBo Fonds IDTV Film Comet Film Produktion GmbH NTR Cool Beans Riba Film International,Carice van Houten,Rutger Hauer,Liam Cunningham,100.0,Drama Romance,English,Germany Netherlands South Africa,,,2011.0
sweet karma,Andrew Thomas Hunt	,Filament Films Black Fawn Films,Shera Bechard,John Tokatlidis,Frank J. Zupancic,85.0,Action Thriller,English,Canada,,,2009.0
bereavement,Stevan Mena,Anchor Bay Films,Alexandra Daddario,Michael Biehn,John Savage,103.0,Crime Horror Mystery,English,United States of America,2000000.0,,2010.0
a horrible way to die,Adam Wingard,Snowfort Pictures Site B Arable Entertainment,Brandon Carroll,AJ Bowen,Amy Seimetz,87.0,Thriller Horror,日本語,United States of America,,,2010.0
the last chance,Leopold Lindtberg,Praesens-Film,Ewart G. Morrison,John Hoy,Ray Reagan,113.0,Drama War,English Deutsch Italiano,Switzerland,,,1945.0
men without wings,František Čáp,Filmova Společnost Praha,Gustav Nezval,Ladislav Herbert Struna,Jaroslav Zrotal,79.0,War,Český,Czech Republic,,,1946.0
children of glory,Krisztina Goda,C-2 Pictures Cinergi Flashback Productions,Kata Dobó,Iván Fenyő,Sándor Csányi,115.0,Drama History,English Magyar Pусский,Hungary,,,2006.0
bulldog drummond escapes,James P. Hogan,Paramount Pictures,Ray Milland,Guy Standing,Heather Angel,67.0,Action Adventure Mystery,English,United States of America,,,1937.0
la próxima estación,Fernando E. Solanas,Cinesur,Fernando E. Solanas,unknown,unknown,0.0,Documentary,Español,Argentina,,,2008.0
the avengers,Joss Whedon,Paramount Pictures Marvel Studios,Robert Downey Jr.,Chris Evans,Mark Ruffalo,143.0,Science Fiction Action Adventure,English,United States of America,220000000.0,1519557910.0,2012.0
taxi!,Roy Del Ruth,Warner Bros.,James Cagney,Loretta Young,George E. Stone,69.0,Crime Drama, English,United States of America,24625000.0,38600000.0,1932.0
tinker tailor soldier spy,Tomas Alfredson,StudioCanal Kinowelt Filmproduktion Canal+ CinéCinéma Working Title Films Karla Films,John Hurt,Gary Oldman,Kathy Burke,127.0,Drama Thriller Mystery,Français English Pусский Magyar,France Germany United Kingdom,30000000.0,80600000.0,2011.0
a separation,Asghar Farhadi,Asghar Farhadi Productions Dreamlab Films MPA APSA Academy Film Fund,Leila Hatami,Kimia Hosseini,Merila Zarei,123.0,Drama,فارسی,Iran France,800000.0,,2011.0
a dangerous method,David Cronenberg,Recorded Pictures Company The Movie Network Millbrook Pictures Prospero Pictures Lago Film Dangerous Method Film AG,Keira Knightley,Viggo Mortensen,Michael Fassbender,99.0,Drama Thriller,English,Switzerland United Kingdom Germany Canada,15000000.0,27462041.0,2011.0
man's castle,Frank Borzage,Columbia Pictures Corporation,Spencer Tracy,Loretta Young,Marjorie Rambeau,75.0,Drama Romance,English,United States of America,,,1933.0
"sleep, my love",Douglas Sirk,Triangle Production,Claudette Colbert,Robert Cummings,Don Ameche,97.0,Drama Mystery,English,United States of America,,,1948.0
my name is julia ross,Joseph H. Lewis,Columbia Pictures Corporation,Nina Foch,Dame May Whitty,George Macready,65.0,Mystery,English,United States of America,,,1945.0
the romantic englishwoman,Joseph Losey,Angel Productions Les Productions Meric-Matalon Dial Films,Glenda Jackson,Michael Caine,Helmut Berger,116.0,Drama Comedy,Deutsch English,France United Kingdom,,,1975.0
warrior,Gavin O'Connor,Solaris Film Lionsgate Mimran Schur Pictures Filmtribe,Tom Hardy,Jennifer Morrison,Nick Nolte,140.0,Action Drama,English,United States of America,25000000.0,23057115.0,2011.0
littlerock,Mike Ott,Small Form Films,Atsuko Okatsuka,Cory Zacharia,Rintaro Sawamoto,83.0,Drama,English 日本語,United States of America,,17309.0,2010.0
sherlock holmes,Rachel Goldenberg,The Asylum,Ben Syder,Gareth David-Lloyd,Dominic Keating,89.0,Fantasy Drama Horror Action Thriller Mystery,English Français,United Kingdom United States of America,1000000.0,524028679.0,2010.0
the crowd roars,Howard Hawks,Warner Bros.,James Cagney,Joan Blondell,Ann Dvorak,85.0,Action Drama,English,United States of America,,,1932.0
