title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
dragons forever,Sammo Hung,Golden Way Films Ltd. Paragon Films Ltd. Golden Harvest Company Ltd.,Jackie Chan,Sammo Hung,Yuen Biao,102.0,Action Comedy Romance,广州话 / 廣州話 普通话,Hong Kong,,,1988.0
g.i. joe: the movie,Don Jurwich,Sunbow Productions,Charlie Adler,Shuko Akune,Jack Angel,93.0,Animation Action Thriller Science Fiction Family,English,United States of America,,,1987.0
hell comes to frogtown,R.J. Kizer Donald G. Jackson,New World Pictures,Roddy Piper,Sandahl Bergman,William Smith,88.0,Action Comedy Horror Science Fiction,English,United States of America,,,1988.0
where is my friend's house?,Abbas Kiarostami,Kanoon The Institute for the Intellectual Development of Children & Young Adults,Babek Ahmed Poor,Ahmed Ahmed Poor,Kheda Barech Defai,83.0,Drama,فارسی,Iran,,,1987.0
leif,Claes Eriksson,Svensk Filmindustri (SF) Kulturtuben,Anders Eriksson,Kerstin Granlund,Claes Eriksson,108.0,Comedy,svenska,Sweden,,,1987.0
law of desire,Pedro Almodóvar,Laurenfilm,Antonio Banderas,Carmen Maura,Eusebio Poncela,102.0,Comedy Drama Romance,Español,Spain,,,1987.0
malone,Harley Cokeliss,Orion Pictures,Burt Reynolds,Cliff Robertson,Kenneth McMillan,92.0,Action Thriller,English,United States of America,,,1987.0
pathfinder,Nils Gaup,Filmkameratene A/S Carolco Pictures,Mikkel Gaup,Svein Scharffenberg,Ingvald Guttorm,86.0,Adventure,English,Norway,45000000.0,30800000.0,1987.0
prince of darkness,John Carpenter,Universal Pictures Carolco Pictures Alive Films Larry Franco Productions,Donald Pleasence,Lisa Blount,Victor Wong,101.0,Horror,Latin English,United States of America,3000000.0,14182492.0,1987.0
a chinese ghost story,Ching Siu-Tung,Cinema City,Leslie Cheung,Joey Wong,Wu Ma,98.0,Fantasy Action,普通话,Hong Kong,1250000.0,,1987.0
street smart,Jerry Schatzberg,Golan-Globus Productions,Christopher Reeve,Kathy Baker,Mimi Rogers,97.0,Thriller Crime Drama,English,United States of America Canada,,,1987.0
weeds,John D. Hancock,De Laurentiis Entertainment Group (DEG) Kingsgate Films,Nick Nolte,Ernie Hudson,Rita Taggart,115.0,Drama,English,United States of America,,,1987.0
the whales of august,Lindsay Anderson,Nelson Entertainment,Bette Davis,Lillian Gish,Vincent Price,90.0,Drama,English,United States of America,,,1987.0
a better tomorrow ii,John Woo,Cinema City,Ti Lung,Leslie Cheung,Dean Shek,105.0,Action Crime Thriller,广州话 / 廣州話 English Italiano 普通话,Hong Kong,150000.0,,1987.0
ashik kerib,Sergei Parajanov,Qartuli Pilmi,Yuri Mgoyan,Sofiko Chiaureli,Ramaz Chkhikvadze,73.0,Drama Music Science Fiction,Azərbaycan ქართული,Georgia,,,1988.0
the bourne identity,Roger Young,Warner Bros. Television Alan Shayne Productions,Richard Chamberlain,Jaclyn Smith,Anthony Quayle,180.0,Action Drama Mystery Thriller,Český English Français Deutsch,United States of America,60000000.0,214034224.0,1988.0
cannibal women in the avocado jungle of death,J. F. Lawton,Beyond Infinity Gaucamolle Pictures Phantom Productions,Shannon Tweed,Bill Maher,Karen M. Waldron,90.0,Horror Comedy Adventure,English,United States of America,,,1989.0
cobra verde,Werner Herzog,Werner Herzog Filmproduktion Zweites Deutsches Fernsehen (ZDF) Ghana Film Industry Corporation,Klaus Kinski,King Ampaw,José Lewgoy,111.0,Adventure Drama,English Deutsch Português,Germany Ghana,,,1987.0
comic book confidential,Ron Mann,Sphinx Productions Metro-Goldwyn-Mayer,Frank Miller,Jack Kirby,Stan Lee,90.0,Documentary,English,United States of America,,,1988.0
dominick and eugene,Robert M. Young,Orion Pictures,Tom Hulce,Ray Liotta,Jamie Lee Curtis,111.0,Drama,English Italiano,United States of America,,,1988.0
jack's back,Rowdy Herrington,Cinema Group Palisades Entertainment,James Spader,Cynthia Gibb,Jim Haynie,97.0,Horror Thriller,English,United States of America,,,1988.0
killer klowns from outer space,Stephen Chiodo,Chiodo Brothers Productions Sarlui / Diamant Production,Grant Cramer,Suzanne Snyder,John Allen Nelson,88.0,Comedy Horror Science Fiction,English Français,United States of America,1800000.0,43625095.0,1988.0
moonwalker,Colin Chilvers Jerry Kramer Jim Blashfield,Ultimate Productions,Michael Jackson,Joe Pesci,Mick Jagger,93.0,Fantasy Music,English,United States of America,22000000.0,67000000.0,1988.0
alice,Jan Švankmajer,Channel Four Films Hessischer Rundfunk (HR) Condor Films,Kristýna Kohoutová,Camilla Power,Jonny Lee Miller,86.0,Animation Comedy Fantasy Horror,Český,Czech Republic Germany Switzerland United Kingdom,,,1988.0
pascali's island,James Dearden,Channel Four Films Dearfilm,Ben Kingsley,Charles Dance,Helen Mirren,104.0,Drama,English,United Kingdom,,,1988.0
prison,Renny Harlin,Empire Pictures,Viggo Mortensen,Chelsea Field,Lane Smith,102.0,Crime Drama Horror Thriller,English,United States of America,1300000.0,354704.0,1988.0
split decisions,David Drury,New Century Entertainment Corporation Warnr Bros.,Gene Hackman,Craig Sheffer,Carmine Caridi,95.0,Drama,English,United States of America,,695822.0,1988.0
tales from the gimli hospital,Guy Maddin,Extra Large Productions,Chris Johnson,Kyle McCulloch,Michael Gottli,68.0,Fantasy Horror,English Íslenska,Canada,25000.0,,1988.0
landscape in the mist,Theo Angelopoulos,Paradis Films Greek Film Center Greek Television ET-1 La Sept Rai 2 Sofinergie 1 Basic Cinematografica Compagnie Generale d'Images Theo Angelopoulos O.E.,Michalis Zeke,Tania Palaiologou,Stratos Tzortzoglou,127.0,Drama,ελληνικά,France Greece Italy,,,1988.0
life is a long quiet river,Étienne Chatiliez,MK2 Productions France 3 Cinema Centre National de la Cinématographie (CNC),Benoît Magimel,Valérie Lalande,Catherine Hiegel,90.0,Comedy,Français,France,,,1988.0
a world apart,Chris Menges,Atlantic Releasing Corporation,Jodhi May,Jeroen Krabbé,Barbara Hershey,113.0,Drama Foreign,English,United Kingdom Zimbabwe,,,1988.0
common threads: stories from the quilt,Rob Epstein Jeffrey Friedman,New Yorker Films Sandollar Productions,Dustin Hoffman,Sara Lewinstein,David Mandell,79.0,History Documentary,English,United States of America,,,1989.0
kiki's delivery service,Hayao Miyazaki,Studio Ghibli Nibariki,Minami Takayama,Rei Sakuma,Kappei Yamaguchi,103.0,Animation Adventure Drama Fantasy,日本語,Japan,6900000.0,18172849.0,1989.0
monsieur hire,Patrice Leconte,Cinéa Hachette Première FR3 Films Production Sofinergie 1 Sofimage Sofica Créations CNC,Michel Blanc,Sandrine Bonnaire,Luc Thuillier,81.0,Crime Drama,Français,France,,,1989.0
moon 44,Roland Emmerich,Centropolis Film Productions Overseas FilmGroup,Michael Paré,Lisa Eichhorn,Dean Devlin,98.0,Science Fiction,English,Germany,,,1990.0
rikyu,Hiroshi Teshigahara,Teshigahara Productions,Rentarô Mikuni,Yoshiko Mita,Tsutomu Yamazaki,135.0,Drama Foreign,日本語,Japan,,,1989.0
speaking parts,Atom Egoyan,Academy Pictures Ego Film Arts,Michael McManus,Arsinée Khanjian,Gabrielle Rose,93.0,Drama,English,Canada Italy United Kingdom,,,1989.0
prime suspect,Christopher Menaul,Granada Television,Helen Mirren,Tom Bell,John Bowe,206.0,Crime,English,United Kingdom,,,1991.0
boiling point,Takeshi Kitano,Bandai Visual Company Shochiku-Fuji Company,Yūrei Yanagi,Yuriko Ishida,Gadarukanaru Taka,96.0,Crime Action Comedy,日本語,Japan,,,1990.0
almost an angel,John Cornell,Paramount Pictures,Paul Hogan,Elias Koteas,Linda Kozlowski,95.0,Fantasy Comedy Science Fiction,English,United States of America,25000000.0,6939946.0,1990.0
black rainbow,Mike Hodges,Goldcrest Films International,Rosanna Arquette,Jason Robards,Tom Hulce,103.0,Mystery Thriller Fantasy Horror,English,United Kingdom,7000000.0,,1989.0
cry-baby,John Waters,Imagine Entertainment Universal Pictures,Johnny Depp,Amy Locane,Polly Bergen,85.0,Comedy Music,English,United States of America,11000000.0,8266343.0,1990.0
bullet in the head,John Woo,Golden Princess Film Production Limited John Woo Film Production,Tony Leung Chiu-Wai,Jacky Cheung,Waise Lee,130.0,Thriller Crime Drama,广州话 / 廣州話 Tiếng Việt,Hong Kong,3500000.0,,1990.0
downtown,Richard Benjamin,Twentieth Century Fox Film Corporation,Anthony Edwards,Forest Whitaker,Penelope Ann Miller,96.0,Action Adventure Comedy Thriller,English,United States of America,,2346150.0,1990.0
frankenhooker,Frank Henenlotter,Levins-Henenlotter Shapiro-Glickenhaus Entertainment,James Lorinz,Patty Mullen,Joanne Ritchie,85.0,Comedy Horror Science Fiction,English svenska,United States of America,2500000.0,205068.0,1990.0
the garden,Derek Jarman,Zweites Deutsches Fernsehen (ZDF) British Screen Productions Channel 4 Basilisk Communications Uplink Co. Space Shower TV Sohbi Kikaku,Tilda Swinton,Johnny Mills,Pete Lee-Wilson,92.0,Drama,English,United Kingdom Germany,,,1990.0
ghost dad,Sidney Poitier,Universal Pictures SAH Productions,Bill Cosby,Kimberly Russell,Denise Nicholas,84.0,Comedy Family Fantasy,English,United States of America,24000000.0,24707633.0,1990.0
hard to kill,Bruce Malmuth,Warner Bros.,Steven Seagal,Kelly LeBrock,William Sadler,96.0,Action Thriller,English,United States of America,10000000.0,47410000.0,1990.0
havana,Sydney Pollack,Universal Pictures Mirage Films,Robert Redford,Lena Olin,Alan Arkin,144.0,Drama Romance,English Español,United States of America,40000000.0,9243140.0,1990.0
shipwrecked,Nils Gaup,Walt Disney Pictures Filmkameratene A/S Svensk Filmindustri (SF),Stian Smestad,Gabriel Byrne,Louisa Milwood-Haigh,92.0,Adventure Family,English Norsk,United States of America Norway Sweden,,,1990.0
i hired a contract killer,Aki Kaurismäki,Villealfa Filmproductions Svenska Filminstitutet Finnkino Esselte Video Megamania Pyramide Productions Pandora Film Film4 Productions,Jean-Pierre Léaud,Margi Clarke,Kenneth Colley,79.0,Comedy Drama,suomi English,Germany Finland France Sweden,,,1990.0
ju dou,Zhang Yimou Yang Feng-Liang,China Film Co-Production Corporation,Gong Li,Wei Li,Li Bao-Tian,95.0,Drama Romance,普通话,China Japan,,,1990.0
the krays,Peter Medak,Fugitive Features Parkfield Entertainment,Gary Kemp,Martin Kemp,Billie Whitelaw,119.0,Drama Crime History,English,United Kingdom,,,1990.0
lionheart,Sheldon Lettich,Universal Pictures Imperial Filmproduktion,Jean-Claude Van Damme,Harrison Page,Deborah Rennard,105.0,Action Thriller,English,United States of America,6000000.0,24078196.0,1990.0
narrow margin,Peter Hyams,Universal Pictures TriStar Pictures Carolco Pictures,Gene Hackman,Anne Archer,James Sikking,97.0,Action Thriller Crime Mystery,English,United States of America,17500000.0,10900000.0,1990.0
close-up,Abbas Kiarostami,Kanoon The Institute for the Intellectual Development of Children & Young Adults,Mohsen Makhmalbaf,Monoochehr Ahankhah,Mahrokh Ahankhah,98.0,Crime Documentary Drama,Azərbaycan فارسی,Iran,,,1990.0
nuns on the run,Jonathan Lynn,HandMade Films,Eric Idle,Robbie Coltrane,Camille Coduri,89.0,Comedy,English,United Kingdom,10959015.0,,1990.0
patlabor: the movie,Mamoru Oshii,Studio DEEN,Miina Tominaga,Toshio Furukawa,Ryûnosuke Ohbayashi,100.0,Action Animation Science Fiction,日本語,Japan,,,1989.0
the reflecting skin,Philip Ridley,BBC Films Fugitive Features Zenith Entertainment British Screen Productions,Viggo Mortensen,Lindsay Duncan,Duncan Fraser,95.0,Drama Horror Thriller,English,United Kingdom Canada,,17042.0,1990.0
riff-raff,Ken Loach,Parallax Pictures Channel 4 Television,Robert Carlyle,Emer McCourt,George Moss,95.0,Comedy Drama,English,United Kingdom,,295444.0,1991.0
state of grace,Phil Joanou,Orion Pictures The Rank Organisation Cinehaus,Sean Penn,Gary Oldman,Ed Harris,134.0,Drama Action Thriller Crime,English,United States of America United Kingdom,,,1990.0
auntie danielle,Étienne Chatiliez,Les Productions du Champ Poirier Sofimage FR3 Films Production Téléma,Tsilla Chelton,Isabelle Nanty,Catherine Jacob,111.0,Comedy Drama,Français,France,,,1990.0
time to kill,Giuliano Montaldo,Ellepi Films Reteitalia Dania Film Italfrance Films DMV Distribuzione Surf Film,Nicolas Cage,Ricky Tognazzi,Georges Claisse,110.0,War Drama,English Deutsch,Italy France,40000000.0,152266007.0,1989.0
"welcome home, roxy carmichael",Jim Abrahams,Incorporated Television Company,Winona Ryder,Jeff Daniels,Stephen Tobolowsky,95.0,Drama Comedy,English,United Kingdom United States of America,,3989297.0,1990.0
35 up,Michael Apted,unknown,Tony Walker,Neil Hughes,Nicholas Hitchon,123.0,Documentary Foreign,English,United Kingdom,,,1991.0
days of being wild,Wong Kar-wai,Media Asia Films,Andy Lau,Leslie Cheung,Maggie Cheung,91.0,Crime Drama Romance,广州话 / 廣州話 English 普通话 ,Hong Kong,,141864.0,1990.0
across the tracks,Sandy Tung,Desert Productions,Brad Pitt,Ricky Schroder,Carrie Snodgress,100.0,Drama,English,United States of America,,,1991.0
begotten,E. Elias Merhige,Theatre Of Material,Brian Salzberg,Donna Dempsey,Stephen Charles Barry,78.0,Fantasy Horror,English,United States of America,33000.0,,1990.0
life on a string,Chen Kaige,Beijing Film Studio,Liu Zhong Yuan,Xu Qing,Huang Lei,110.0,Drama Foreign,普通话,China Germany United Kingdom,,,1991.0
cadence,Martin Sheen,Republic Pictures,Martin Sheen,Charlie Sheen,Laurence Fishburne,97.0,Drama,English,Canada,,,1990.0
closet land,Radha Bharadwaj,Imagine Entertainment Universal Pictures,Alan Rickman,Madeleine Stowe,unknown,94.0,Drama,English,United States of America,4000000.0,259012.0,1991.0
delusion,Carl Colpaert,Cineville,Jim Metzler,Jennifer Rubin,Kyle Secor,100.0,Crime,English,United States of America,1000000.0,,1991.0
dollman,Albert Pyun,Full Moon Entertainment,Tim Thomerson,Jackie Earle Haley,Kamala Lopez,82.0,Action Comedy Crime Science Fiction,English,United States of America,,,1991.0
dutch,Peter Faiman,Twentieth Century Fox Film Corporation Hughes Entertainment,Ed O'Neill,Ethan Embry,JoBeth Williams,107.0,Comedy,English,United States of America,17000000.0,4603929.0,1991.0
guilty by suspicion,Irwin Winkler,Warner Bros.,Robert De Niro,Annette Bening,George Wendt,100.0,Drama Thriller,English,United States of America,13000000.0,9480198.0,1991.0
hearts of darkness: a filmmaker's apocalypse,Fax Bahr George Hickenlooper Eleanor Coppola,American Zoetrope Cineplex-Odeon Films,Francis Ford Coppola,Eleanor Coppola,John Milius,96.0,Documentary,English,United States of America,,1318449.0,1991.0
high strung,Roger Nygard,Film Brigade Rocket Pictures,Jim Carrey,Steve Oedekerk,Kirsten Dunst,93.0,Comedy,English,United States of America,300000.0,2093725.0,1991.0
homicide,David Mamet,Cinehaus Edward R. Pressman Film Bison Films,Joe Mantegna,William H. Macy,J.J. Johnston,102.0,Drama Crime,English,United States of America,11000000.0,2900000.0,1991.0
johnny stecchino,Roberto Benigni,Cecchi Gori Group Tiger Cinematografica Penta Films Silvio Berlusconi Communications,Roberto Benigni,Nicoletta Braschi,Paolo Bonacelli,102.0,Comedy,Italiano,Italy,,,1991.0
a kiss before dying,James Dearden,Universal Pictures Initial Pictures Kellgate Limited,Matt Dillon,Sean Young,Max von Sydow,95.0,Mystery Thriller Crime,English,United Kingdom United States of America,,15429177.0,1991.0
riki-oh: the story of ricky,Lam Nai-Choi,Diagonal Pictures,Fan Siu-Wong,Gloria Yip,Yukari Ôshima,90.0,Comedy Action Thriller,广州话 / 廣州話 普通话,Hong Kong Japan,,,1991.0
light sleeper,Paul Schrader,Fine Line Features Live Entertainment Seven Arts Carolco Pictures,Willem Dafoe,Susan Sarandon,Dana Delany,103.0,Drama Crime,English,United States of America,5000000.0,,1992.0
the linguini incident,Richard Shepard,Isolar,Rosanna Arquette,David Bowie,Andre Gregory,98.0,Comedy Crime,English,United States of America,,,1991.0
mannequin two: on the move,Stewart Raffill,Gladden Entertainment,Kristy Swanson,William Ragsdale,Meshach Taylor,95.0,Fantasy Comedy Science Fiction Romance,English,United States of America,13000000.0,3752426.0,1991.0
only yesterday,Isao Takahata,Studio Ghibli,Miki Imai,Toshirō Yanagiba,Yōko Honna,118.0,Animation Drama Romance,日本語,Japan,,473110.0,1991.0
