title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
"lust, caution",Ang Lee,River Road Entertainment Focus Features Haishang Films,Tony Leung Chiu-Wai,Tang Wei,Joan Chen,156.0,Action Drama Romance Thriller,普通话,Taiwan China United States of America,15000000.0,67100000.0,2007.0
feast of love,Robert Benton,Lakeshore Entertainment Revelations Entertainment Greenestreet Films,Morgan Freeman,Greg Kinnear,Radha Mitchell,101.0,Comedy Drama Romance,English,United States of America,,5741608.0,2007.0
postal,Uwe Boll,Running With Scissors Vivendi Entertainment,Zack Ward,Dave Foley,Chris Coppola,100.0,Action Comedy,English,Canada,15000000.0,146741.0,2007.0
the seeker: the dark is rising,David L. Cunningham,Twentieth Century Fox Film Corporation Marc Platt Productions Walden Media,Ian McShane,Christopher Eccleston,Gregory Smith,94.0,Adventure Drama Fantasy Family Thriller,English,United States of America,45000000.0,31852619.0,2007.0
the heartbreak kid,Bobby Farrelly Peter Farrelly,Conundrum Entertainment Davis Entertainment DreamWorks Pictures Radar Pictures,Ben Stiller,Malin Åkerman,Michelle Monaghan,116.0,Comedy,English Español,United States of America,60000000.0,127766650.0,2007.0
dan in real life,Peter Hedges,Touchstone Pictures Focus Features Jon Shestack Productions,Steve Carell,Juliette Binoche,Dane Cook,98.0,Comedy Romance Drama,English,United States of America,25000000.0,68377859.0,2007.0
the darjeeling limited,Wes Anderson,Fox Searchlight Pictures Scott Rudin Productions,Owen Wilson,Jason Schwartzman,Adrien Brody,91.0,Adventure Drama Comedy,English हिन्दी Deutsch ,United States of America,16000000.0,24377151.0,2007.0
we own the night,James Gray,Columbia Pictures Industry Entertainment 2929 Productions,Joaquin Phoenix,Eva Mendes,Alex Veadov,117.0,Drama Crime Thriller,English Pусский,United States of America,21000000.0,54926886.0,2007.0
elizabeth: the golden age,Shekhar Kapur,Universal Pictures StudioCanal Working Title Films,Cate Blanchett,Clive Owen,Geoffrey Rush,114.0,Drama History Romance,svenska English Español,United Kingdom,55000000.0,74237563.0,2007.0
michael clayton,Tony Gilroy,Castle Rock Entertainment Mirage Enterprises Section Eight Productions,George Clooney,Tom Wilkinson,Tilda Swinton,119.0,Drama Mystery Crime,English,United States of America,25000000.0,92991835.0,2007.0
sleuth,Kenneth Branagh,Sony Pictures Classics Castle Rock Entertainment Timnick Films Mandate Pictures Riff Raff Film Productions,Michael Caine,Jude Law,Harold Pinter,86.0,Drama Thriller,English,United Kingdom United States of America,,342835.0,2007.0
lars and the real girl,Craig Gillespie,Sidney Kimmel Entertainment Metro-Goldwyn-Mayer (MGM) Lars Productions,Ryan Gosling,Emily Mortimer,Paul Schneider,106.0,Comedy Romance Drama,English Español,United States of America,12000000.0,11293663.0,2007.0
30 days of night,David Slade,Columbia Pictures Dark Horse Entertainment Ghost House Pictures HorrorFlix,Josh Hartnett,Melissa George,Ben Foster,113.0,Horror Thriller,English,New Zealand United States of America,30000000.0,75505973.0,2007.0
rendition,Gavin Hood,Anonymous Content Level 1 Entertainment MID Foundation,Omar Metwally,Reese Witherspoon,Jake Gyllenhaal,120.0,Drama Thriller,العربية English,United States of America,27500000.0,24748670.0,2007.0
things we lost in the fire,Susanne Bier,DreamWorks SKG Neal Street Productions DreamWorks Pictures Province of British Columbia Production Services Tax Credit,Halle Berry,Benicio del Toro,David Duchovny,113.0,Drama,English,United States of America,16000000.0,2849142.0,2007.0
reservation road,Terry George,Nick Wechsler/Miracle Pictures Volume One Entertainment,Joaquin Phoenix,Jennifer Connelly,Elle Fanning,102.0,Drama Crime Thriller,English,United States of America,,1783064.0,2007.0
gone baby gone,Ben Affleck,Miramax Films The Ladd Company,Casey Affleck,Michelle Monaghan,Morgan Freeman,113.0,Crime Drama Mystery,English,United States of America,19000000.0,34619699.0,2007.0
the comebacks,Tom Brady,Fox Atomic,Carl Weathers,David Koechner,Melora Hardin,107.0,Comedy,English Português,United States of America,15000000.0,13500000.0,2007.0
weirdsville,Allan Moyle,Darius Films,Scott Speedman,Taryn Manning,Wes Bentley,90.0,Drama Action Comedy,English,Canada United States of America,,,2007.0
the dog problem,Scott Caan,unknown,Giovanni Ribisi,Lynn Collins,Scott Caan,88.0,Comedy Romance,English,United States of America,,,2006.0
relative strangers,Greg Glienna,Gordonstreet Pictures Equity Pictures Medienfonds GmbH & Co. KG Garlin Pictures,Danny DeVito,Kathy Bates,Ron Livingston,84.0,Comedy,English,Germany United States of America,,155000.0,2006.0
alien autopsy,Jonny Campbell,Qwerty Films Ealing Studios Fragile Films Warner Bros.,Declan Donnelly,Anthony McPartlin,Bill Pullman,95.0,Comedy Science Fiction,English,Germany United Kingdom,,,2006.0
straightheads,Dan Reed,Ingenious Film Partners Screen West Midlands UK Film Council DJ Films Film4 Verve Pictures Free Range Films,Gillian Anderson,Danny Dyer,Adam Rayner,88.0,Thriller,English,United Kingdom,,,2007.0
climates,Nuri Bilge Ceylan,Pyramide Films Imaj Co Production,Ebru Ceylan,Nuri Bilge Ceylan,Nazan Kirilmis,101.0,Drama,Türkçe,Turkey France,,,2006.0
the assassination of jesse james by the coward robert ford,Andrew Dominik,Plan B Entertainment Virtual Studios Scott Free Productions Alberta Film Entertainment Warner Bros. Jesse Films Inc.,Brad Pitt,Casey Affleck,Sam Shepard,160.0,Action Drama Western,English,Canada United Kingdom United States of America,30000000.0,14711793.0,2007.0
chronicle of a summer,Edgar Morin Jean Rouch,Argos Films,Edgar Morin,Jean Rouch,Marceline Loridan-Ivens,86.0,Documentary,Français,France,,,1961.0
the breaking point,Michael Curtiz,Warner Bros.,John Garfield,Patricia Neal,Phyllis Thaxter,97.0,Drama,English,United States of America,,,1950.0
the nanny,Seth Holt,Seven Arts Productions Hammer Film Productions Associated British Picture Corporation,Bette Davis,Wendy Craig,Jill Bennett,91.0,Drama Thriller,English,United Kingdom,,,1965.0
10th & wolf,Robert Moresco,Thinkfilm,James Marsden,Brian Dennehy,Leo Rossi,107.0,Action Crime Drama Mystery Thriller,English,United States of America,8000000.0,143451.0,2006.0
beaufort,Joseph Cedar,Metro Communications,Oshri Cohen,Alon Aboutboul,Ohad Knoller,131.0,History Drama,עִבְרִית,Israel,,,2007.0
civic duty,Jeff Renfroe,Splendid Film,Kari Matchett,Richard Schiff,Khaled Abol Naga,98.0,Action Adventure Drama Thriller,English,Canada United Kingdom United States of America,,,2006.0
the killing floor,Gideon Raff,unknown,Marc Blucas,Shiri Appleby,Reiko Aylesworth,94.0,Crime Thriller,English,United States of America,,,2007.0
irina palm,Sam Garbarski,Pallas Film Samsa Film IPSO Facto Films Radio Télévision Belge Francophone,Marianne Faithfull,Predrag 'Miki' Manojlović,Kevin Bishop,103.0,Drama,English,Belgium Germany France,4500000.0,,2007.0
i'm reed fish,Zackary Adler,Squared Foot Productions ContentFilm,Jay Baruchel,Alexis Bledel,Victor Rasuk,93.0,Comedy Romance,English,United States of America,,,2007.0
between heaven and hell,Richard Fleischer,20th Century Fox,Broderick Crawford,Buddy Ebsen,Robert Wagner,94.0,Drama Action War,English,United States of America,,1520000.0,1956.0
the final season,David M. Evans,unknown,Powers Boothe,Sean Astin,Rachael Leigh Cook,119.0,Drama,English,unknown,,,2007.0
persepolis,Vincent Paronnaud Marjane Satrapi,Sony Pictures Classics Procirep Soficinéma France 3 Cinéma Diaphana Films Sofica Europacorp Celluloid Dreams The Kennedy/Marshall Company Région Ile-de-France Centre National de la Cinématographie (CNC) Fondation GAN pour le Cinéma 2.4.7. Films French Connection Animations Société des Producteurs de L'Angoa,Chiara Mastroianni,Danielle Darrieux,Catherine Deneuve,95.0,Animation Drama,English Français Deutsch فارسی,France United States of America,7300000.0,,2007.0
control,Anton Corbijn,"Becker International Claraflora EM Media NorthSee Weinstein Company, The",Sam Riley,Samantha Morton,Alexandra Maria Lara,121.0,Drama,English,Japan United Kingdom United States of America Australia,6800000.0,8159508.0,2007.0
the jane austen book club,Robin Swicord,Mockingbird Pictures John Calley Productions,Kathy Baker,Maria Bello,Emily Blunt,106.0,Comedy Drama Romance,English,United States of America,,7163566.0,2007.0
...and the pursuit of happiness,Louis Malle,Pretty Mouse Films,Louis Malle,General Samosa,Derek Walcott,81.0,Documentary,English,United States of America,,,1986.0
frost bite,Anders Banke,Cinepost Studios,Petra Nielsen,Carl-Åke Eriksson,Grete Havnesköld,98.0,Comedy Drama Horror,English suomi Deutsch svenska,Russia Sweden,,,2006.0
jonny vang,Jens Lien,Maipo Film,Aksel Hennie,Laila Goody,Fridtjov Såheim,85.0,Comedy,Norsk,Norway,,,2003.0
graveyard of honor,Takashi Miike,Toei Company,Narimi Arimori,Yoshiyuki Daichi,Hirotaro Honda,131.0,Action Crime Foreign Thriller,日本語,Japan,,,2002.0
"wood & stock: sexo, orégano e rock'n'roll",Otto Guerra,unknown,Sepé Tiaraju,Zé Victor Castiel,Rita Lee,81.0,Animation Comedy,Português,Brazil,,,2006.0
fugitive pieces,Jeremy Podeswa,Serendipity Point Films The Harold Greenberg Fund Cinegram Strada Films,Rade Serbedzija,Stephen Dillane,Rosamund Pike,104.0,Drama,Deutsch  ελληνικά English,Canada Greece,,843945.0,2007.0
outlaw,Nick Love,Ingenious Film Partners Vertigo Films,Sean Bean,Danny Dyer,Rupert Friend,103.0,Action Crime Thriller,English,United Kingdom,,,2007.0
les bonnes femmes,Claude Chabrol,Panitalia Paris Film,Bernadette Lafont,Clotilde Joano,Lucile Saint-Simon,100.0,Mystery Drama Romance,Français,Italy France,,,1960.0
the last winter,Larry Fessenden,Glass Eye Pix Zik Zak Kvikmyndir Antidote Films Coproducción USA-Islandia,Ron Perlman,James Le Gros,Connie Britton,101.0,Horror Thriller,English,Iceland United States of America,,,2006.0
silk,François Girard,Rhombus Media,Keira Knightley,Michael Pitt,Alfred Molina,107.0,Drama Romance,English 日本語 Latin,Canada Italy Japan United Kingdom,20000000.0,,2007.0
"mary, queen of scots",Charles Jarrott,Universal Pictures,Vanessa Redgrave,Glenda Jackson,Patrick McGoohan,128.0,Drama History,English,United Kingdom,,,1971.0
can't help singing,Frank Ryan,Universal Pictures,Deanna Durbin,Robert Paige,Akim Tamiroff,90.0,Music Western,English Pусский,United States of America,,,1944.0
i want someone to eat cheese with,Jeff Garlin,unknown,Jeff Garlin,Sarah Silverman,Bonnie Hunt,80.0,Comedy Romance,English,United States of America,,,2006.0
manufacturing dissent,Debbie Melnyk  Rick Caine,Persistence of Vision Productions,Michael Moore,Debbie Melnyk ,Rick Caine,97.0,Documentary,English,Canada,,,2007.0
black sheep,Jonathan King,New Zealand Film Commission Live Stock Films,Nathan Meister,Peter Feeney,Danielle Mason,87.0,Horror Comedy,English Français Italiano,New Zealand,,4947717.0,2006.0
the edge of heaven,Fatih Akin,Filmstiftung Nordrhein-Westfalen Anka Film Dorje Film Filmförderung Hamburg Filmförderungsanstalt (FFA) Norddeutscher Rundfunk (NDR) BKM Kulturelle Filmförderung Schleswig-Holstein nordmedia Fonds GmbH,Baki Davrak,Tuncel Kurtiz,Hanna Schygulla,122.0,Drama,English Deutsch Türkçe,Germany Turkey,3800000.0,17804565.0,2007.0
why did i get married?,Tyler Perry,Lions Gate Films,Tyler Perry,Jill Scott,Janet Jackson,113.0,Comedy Drama,English,United States of America,15000000.0,55184721.0,2007.0
saw iv,Darren Lynn Bousman,Lions Gate Films Twisted Pictures,Tobin Bell,Scott Patterson,Costas Mandylor,93.0,Horror Thriller Crime,English,United States of America,10000000.0,139352633.0,2007.0
my mom's new boyfriend,George Gallo,3L Productions,Meg Ryan,Antonio Banderas,Selma Blair,97.0,Action Comedy Romance,English,United States of America,25000000.0,7926601.0,2008.0
for the bible tells me so,Daniel G. Karslake ,VisionQuest Productions,Imogene Robinson,Victor Robinson,Gene Robinson,98.0,Documentary,English,United States of America,,312751.0,2007.0
gemini,Shinya Tsukamoto,Marubeni,Masahiro Motoki,Yasutaka Tsutsui,Masako Motai,84.0,Drama Foreign Fantasy Horror,日本語,Japan,,,1999.0
the monster walks,Frank R. Strayer,Ralph M. Like Productions,Rex Lease,Vera Renolds,Sheldon Lewis,60.0,Horror Thriller,English,United States of America,,,1932.0
scum,Alan Clarke,Berwick Street Productions Boyd's Company Kendon Films Ltd.,Ray Winstone,Mick Ford,Julian Firth,98.0,Crime Drama,English,United Kingdom,420000.0,,1979.0
return to the 36th chamber,Liu Chia-Liang,Shaw Brothers,Gordon Liu Chia-Hui,Kara Hui,Hsiao Ho,99.0,Action,广州话 / 廣州話 普通话,Hong Kong,,,1980.0
full of it,Christian Charles,New Line Cinema,Ryan Pinkston,Kate Mara,Craig Kilborn,91.0,Comedy Family Drama,English,Italy South Africa United States of America,,859513.0,2007.0
the sea wolf,Michael Curtiz,Warner Bros.,Edward G. Robinson,Ida Lupino,John Garfield,100.0,Adventure,English,United States of America,,,1941.0
valhalla,Peter Madsen Jeffrey James Varab,Metronome Productions,Dick Kaysø,Preben Kristensen,Laura Bro,76.0,Adventure Animation Fantasy,Dansk,Denmark,5256817.0,70821.0,1986.0
the city of violence,Ryoo Seung-wan,Weyunaegang Productions CJ Entertainment,Ahn Jae-mo,Ahn Gil-kang,Jeong Seok-yong,92.0,Action Thriller,Deutsch 한국어/조선말,South Korea,2700000.0,,2006.0
my kid could paint that,Amir Bar-Lev,unknown,Amir Bar-Lev,Mark Olmstead,Marla Olmstead,82.0,Documentary,English,unknown,,,2007.0
"dawn breaks, which is no small thing",José Luis Cuerda,Televisión Española (TVE) Paraíso Compañía de Aventuras Comerciales,Antonio Resines,José Sazatornil,Manuel Alexandre,110.0,Comedy,Español,Spain,,,1989.0
secret sunshine,Lee Chang-dong,Cinema Service,Jeon Do-yeon,Song Kang-ho,Park Myung-shin,142.0,Drama,한국어/조선말,South Korea,2900000.0,11581469.0,2007.0
the reckless moment,Max Ophüls,Columbia Pictures Corporation,James Mason,Joan Bennett,Geraldine Brooks,82.0,Thriller,English,United States of America,,,1949.0
elite squad,José Padilha,The Weinstein Company Zazen Produções Estúdios Mega Quanta Centro de Produções Cinematográficas Costa Films Posto 9 Feijão Filmes Universal Pictures do Brasil,Wagner Moura,Caio Junqueira,André Ramiro,115.0,Drama Action Crime,Português,Brazil,4000000.0,14759148.0,2007.0
the year my parents went on vacation,Cao Hamburger,Gullane Filmes Globo Filmes Miravista Films Caos Produções Cinematográficas,Germano Haiut,Michel Joelsas,Paulo Autran,104.0,Drama,Português,Brazil,,,2006.0
king of california,Mike Cahill,Nu Image Films Michael London Productions Millennium Films Emmett/Furla Films King of California Productions Lone Star Film Group,Michael Douglas,Evan Rachel Wood,Willis Burks II,93.0,Comedy Drama,Español English,United States of America,10000000.0,1027699.0,2007.0
martian child,Menno Meyjes,New Line Cinema,John Cusack,Bobby Coleman,Amanda Peet,106.0,Drama,English,United States of America,27000000.0,9400000.0,2007.0
flight of the living dead: outbreak on a plane,Scott Thomas,Pacific Entertainment Group,David Chisum,Kristen Kerr,Richard Tyson,89.0,Horror Action,English,United States of America,,344039.0,2007.0
last hero in china,Wong Jing,Win's Movie Productions Eastern Productions Gala Film Distribution Limited,Jet Li,Sharla Cheung Man,Alan Chui Chung-San,111.0,Action Comedy Foreign,广州话 / 廣州話 Polski,Hong Kong,,,1993.0
all souls day: dia de los muertos,Jeremy Kasten,All Souls Day Inc. CFQ Films,Marisa Ramirez,Travis Wester,Nichole Hiltz,88.0,Horror,English Deutsch Español,United States of America,,,2005.0
decoys,Matthew Hastings,Téléfilm Canada Sound Venture Productions Sci-Fi Productions Super Écran The Movie Network Movie Central Christal Films,Kim Poirier,Stefanie von Pfetten,Elias Toufexis,95.0,Horror Science Fiction Thriller,English,Canada,5000000.0,,2004.0
chilly scenes of winter,Joan Micklin Silver,United Artists Triple Play Productions,John Heard,Mary Beth Hurt,Peter Riegert,92.0,Comedy Drama Romance,English,United States of America,,,1979.0
american gangster,Ridley Scott,Imagine Entertainment Universal Pictures Scott Free Productions Relativity Media Film Rites,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,157.0,Drama Crime,English,United Kingdom United States of America,100000000.0,266465037.0,2007.0
bee movie,Steve Hickner Simon J. Smith,Pacific Data Images (PDI) DreamWorks Animation Columbus 81 Productions,Jerry Seinfeld,Renée Zellweger,Jim Cummings,91.0,Family Animation Adventure Comedy,English,United States of America,150000000.0,287594577.0,2007.0
citizen dog,Wisit Sasanatieng,Five Stars Production Company Five Star Production Co. Ltd. THA Film Factory,Mahasamut Boonyaruk,Saengthong Gate-Uthong,Sawatwong Palakawong Na Autthaya,100.0,Comedy Drama Fantasy Romance Science Fiction,English 普通话 ภาษาไทย,Thailand,1700000.0,,2004.0
before the devil knows you're dead,Sidney Lumet,Capitol Films Linsefilm Unity Productions Michael Cerenzie Productions Funky Buddha Productions,Philip Seymour Hoffman,Ethan Hawke,Albert Finney,117.0,Crime Drama Thriller,English,United States of America,18000000.0,25005257.0,2007.0
the diving bell and the butterfly,Julian Schnabel,France 3 Cinéma The Kennedy/Marshall Company Pathé Renn Productions Banques Populaire Image 7 Canal+ CinéCinéma C.R.R.A.V. Nord Pas de Calais Région Nord-Pas-de-Calais,Mathieu Amalric,Emmanuelle Seigner,Marie-Josée Croze,112.0,Drama,Français,France United States of America,14000000.0,19777647.0,2007.0
no country for old men,Joel Coen Ethan Coen,Miramax Films Scott Rudin Productions Paramount Vantage Mike Zoss Productions,Tommy Lee Jones,Javier Bardem,Josh Brolin,122.0,Crime Drama Thriller,English Español,United States of America,25000000.0,171600000.0,2007.0
ripley under ground,Roger Spottiswoode,MACT Productions Cinerenta Medienbeteiligungs KG Isle of Man Film,Barry Pepper,Willem Dafoe,Jacinda Barrett,101.0,Drama Thriller,English Français,United Kingdom Germany France,,,2005.0
be kind rewind,Michel Gondry,New Line Cinema Partizan Focus Features,Jack Black,Yasiin Bey,Danny Glover,102.0,Drama Comedy,English,United States of America United Kingdom,20000000.0,30600000.0,2008.0
itty bitty titty committee,Jamie Babbit,Power Up Films,Melonie Diaz,Nicole Vicius,Guinevere Turner,87.0,Comedy,English,United States of America,1000000.0,18479.0,2007.0
crazy love,Dan Klores,Ko Chi Sum Films Company Limited,Loletta Lee,Terrence Fok Shui-Wa,Kai-Chung Mak,92.0,Documentary Romance,English,United States of America,,1575158.0,2007.0
the fugitive,John Ford,RKO Radio Pictures Argosy Pictures Productora Mex. Desconcida,Henry Fonda,Dolores del Río,Pedro Armendáriz,104.0,Western,English,United States of America Mexico,44000000.0,368875760.0,1947.0
azur & asmar: the princes' quest,Michel Ocelot,Nord-Ouest Films Studio O Mac Guff Ligne France 3 Cinéma Artémis Productions Intuition Films Lucky Red Zahorí Media Auvergne-Rhône-Alpes Cinéma,Sofia Boutella,Hiam Abbass,Patrick Timsit,99.0,Animation Family,Dansk,France Spain Belgium Italy,,,2006.0
august rush,Kirsten Sheridan,Warner Bros. CJ Entertainment Southpaw Entertainment,Freddie Highmore,Keri Russell,Jonathan Rhys Meyers,114.0,Family Drama Music,English,United States of America,25000000.0,66122026.0,2007.0
space is the place,John Coney,North American Star System,Sun Ra,Raymond Johnson,Christopher Brooks,85.0,Science Fiction,English,United States of America,,,1974.0
the dawn rider,Robert N. Bradbury,Lone Star Production Monogram Pictures,John Wayne,Marion Burns,Dennis Moore,52.0,Action Western,English,United States of America,,,1935.0
